time_s,ang_x,ang_y,ang_z,lin_x,lin_y,lin_z
1.0041666666666667,-2.774379253387451,0.07641822099685669,-0.05117756128311157,-0.007456028833985329,-0.10563790798187256,-0.21268805861473083
1.0083333333333333,-2.6427249908447266,0.06828302145004272,-0.03979841619729996,-0.003647769335657358,-0.010850605554878712,-0.021455952897667885
1.0125,-2.4623608589172363,0.04523128271102905,-0.028960954397916794,-0.004127860069274902,0.037575364112854004,0.07544060051441193
1.0166666666666666,-2.2743310928344727,0.029377281665802002,-0.022942794486880302,-0.005293090827763081,0.058630723506212234,0.11749129742383957
1.0208333333333333,-2.094559669494629,0.021766841411590576,-0.02237856760621071,-0.008354776538908482,0.06220247223973274,0.12454491853713989
1.025,-1.9319523572921753,0.020381033420562744,-0.023015979677438736,-0.008062433451414108,0.05255788564682007,0.1051674485206604
1.0291666666666666,-1.7921240329742432,0.02268916368484497,-0.02315394952893257,-0.0073845721781253815,0.0332842580974102,0.0665275976061821
1.0333333333333332,-1.6810789108276367,0.028381943702697754,-0.023723158985376358,-0.005913028493523598,0.009845031425356865,0.01956319808959961
1.0375,-1.6019665002822876,0.03670990467071533,-0.023203497752547264,-0.002940952777862549,-0.016126718372106552,-0.03247590363025665
1.0416666666666667,-1.49699068069458,0.03554409742355347,-0.019484885036945343,-0.001050187274813652,-0.012067054398357868,-0.024208158254623413
1.0458333333333334,-1.2863564491271973,0.01695951819419861,-0.011085755191743374,-0.0028768815100193024,0.046887390315532684,0.09408538043498993
1.05,-1.3683274984359741,0.052861183881759644,-0.021509509533643723,0.0034901779145002365,-0.09086623787879944,-0.1826103925704956
1.0541666666666667,-1.435038447380066,0.07518872618675232,-0.02262290008366108,0.00964520312845707,-0.12146756052970886,-0.24350506067276
1.0583333333333333,-1.4136319160461426,0.06903204321861267,-0.01354918722063303,0.014262323267757893,-0.08407551795244217,-0.1682717353105545
1.0625,-1.288634181022644,0.04340198636054993,-0.005029064603149891,0.010310161858797073,-0.012054093182086945,-0.023871509358286858
1.0666666666666667,-1.2609450817108154,0.04125392436981201,-0.004184895195066929,0.010394965298473835,-0.0386996790766716,-0.07763591408729553
1.0708333333333333,-1.1780064105987549,0.03185364603996277,-0.0030651679262518883,0.009108776226639748,-0.010892814956605434,-0.021763835102319717
1.075,-1.0869132280349731,0.023152530193328857,-0.0031787892803549767,0.005234729964286089,0.003605864942073822,0.00723632425069809
1.0791666666666666,-0.9931089878082275,0.016005873680114746,-0.003032030537724495,0.0030941832810640335,0.00967057142406702,0.01935013383626938
1.0833333333333333,-0.9047304391860962,0.013132661581039429,-0.004120711702853441,0.0015327641740441322,0.010324396193027496,0.020619910210371017
1.0875,-0.8219831585884094,0.011724978685379028,-0.004554743878543377,0.000830779317766428,0.006915814243257046,0.013790417462587357
1.0916666666666666,-0.748560905456543,0.012241780757904053,-0.0054964120499789715,0.0004176500951871276,0.0008894946076907218,0.0017088227905333042
1.0958333333333332,-0.6847259998321533,0.012862011790275574,-0.007608152460306883,-0.0007017564494162798,-0.006437826901674271,-0.01296145562082529
1.1,-0.6323676109313965,0.015619009733200073,-0.006889511831104755,0.0006272310856729746,-0.01468448806554079,-0.029477965086698532
1.1041666666666667,-0.5907925963401794,0.018835127353668213,-0.006077506113797426,0.00215321546420455,-0.022155404090881348,-0.04444851353764534
1.1083333333333334,-0.5539014339447021,0.020014211535453796,-0.004700740333646536,0.0033802432008087635,-0.0273653082549572,-0.05485392361879349
1.1125,-0.521349310874939,0.020972266793251038,-0.00452961353585124,0.0037847631610929966,-0.02882254868745804,-0.05776480212807655
1.1166666666666667,-0.4910510182380676,0.021159633994102478,-0.0036050742492079735,0.004416966810822487,-0.02917579561471939,-0.05845636874437332
1.1208333333333333,-0.4614342749118805,0.02064990997314453,-0.0021041398867964745,0.00627211295068264,-0.028011033311486244,-0.05612891912460327
1.125,-0.4316067099571228,0.018588051199913025,-0.0015292656607925892,0.0048993369564414024,-0.02650347165763378,-0.05308566242456436
1.1291666666666667,-0.40265369415283203,0.017616689205169678,-0.0014898115769028664,0.004618719220161438,-0.023127175867557526,-0.04633481800556183
1.1333333333333333,-0.3721636235713959,0.015507206320762634,-0.00090814009308815,0.0043157124891877174,-0.020724505186080933,-0.041510701179504395
1.1375,-0.3406963348388672,0.013128116726875305,-0.0014937622472643852,0.003198278369382024,-0.0176876038312912,-0.03542756661772728
1.1416666666666666,-0.30853012204170227,0.011504948139190674,-0.001980007393285632,0.002382703125476837,-0.014390038326382637,-0.028824448585510254
1.1458333333333333,-0.2614596486091614,0.007189646363258362,7.206550799310207e-05,0.0022906630765646696,-0.005429340060800314,-0.010851137340068817
1.15,-0.24702009558677673,0.010985814034938812,0.0001822267659008503,0.0036150983069092035,-0.01789345219731331,-0.035918861627578735
1.1541666666666666,-0.23679721355438232,0.013113744556903839,-0.00108395516872406,0.0034795941319316626,-0.02303577959537506,-0.046181678771972656
1.1583333333333332,-0.2238728106021881,0.012953974306583405,-0.0008947260212153196,0.0046112630516290665,-0.023137301206588745,-0.04635155573487282
1.1625,-0.20549538731575012,0.011119090020656586,-0.0011964950244873762,0.0027534309774637222,-0.018651874735951424,-0.03734647110104561
1.1666666666666667,-0.18546605110168457,0.00970570370554924,-4.504038952291012e-05,0.0030295848846435547,-0.014946168288588524,-0.029932454228401184
1.1708333333333334,-0.16684412956237793,0.009009726345539093,0.0006865016184747219,0.003272730391472578,-0.013114536181092262,-0.026275739073753357
1.175,-0.1486620306968689,0.007628489285707474,0.0005750707350671291,0.0027674618177115917,-0.012276983819901943,-0.02459435909986496
1.1791666666666667,-0.13250316679477692,0.0070547908544540405,0.00011498597450554371,0.0023015844635665417,-0.011778412386775017,-0.023600498214364052
1.1833333333333333,-0.11774465441703796,0.006787121295928955,0.00022029224783182144,0.0022845258936285973,-0.011411119252443314,-0.022867588326334953
1.1875,-0.10519549995660782,0.0069388821721076965,0.00023070210590958595,0.0023403787054121494,-0.011666271835565567,-0.023380987346172333
1.1916666666666667,-0.09380264580249786,0.006315561011433601,-0.0004276412073522806,0.0017296273726969957,-0.011843414977192879,-0.02372700534760952
1.1958333333333333,-0.08478518575429916,0.006679641082882881,-0.00023495242930948734,0.001967787742614746,-0.012245645746588707,-0.02453920803964138
1.2,-0.07729677110910416,0.0061656273901462555,-0.0012501379242166877,0.0011677786242216825,-0.012588000856339931,-0.02521466836333275
1.2041666666666666,-0.0707576796412468,0.005384430289268494,-0.001367928576655686,0.0008478672243654728,-0.012935237027704716,-0.02590530924499035
1.2083333333333333,-0.06712062656879425,0.006252981722354889,-0.00036196631845086813,0.0017562054563313723,-0.013285797089338303,-0.02662169188261032
1.2125,-0.06407637149095535,0.006315266713500023,-1.2422213330864906e-05,0.001990493619814515,-0.012633329257369041,-0.02530846558511257
1.2166666666666666,-0.059823304414749146,0.006588852033019066,0.001421904657036066,0.002972147660329938,-0.010814180597662926,-0.0216677263379097
1.2208333333333332,-0.05552556365728378,0.005386233329772949,0.0005658096633851528,0.002053885953500867,-0.009846162050962448,-0.019718360155820847
1.225,-0.053046815097332,0.004852429963648319,4.2336294427514076e-05,0.002639199374243617,-0.009800821542739868,-0.01963186264038086
1.2291666666666667,-0.05225203558802605,0.004966600798070431,0.000520016998052597,0.001899073482491076,-0.010099096223711967,-0.020235594362020493
1.2333333333333334,-0.0537235364317894,0.005282397381961346,-0.00018922192975878716,0.0015537580475211143,-0.01017316896468401,-0.02038264088332653
1.2375,-0.056247614324092865,0.004854138940572739,-0.00035325170028954744,0.0013159007066860795,-0.010882205329835415,-0.021797744557261467
1.2416666666666667,-0.06215093657374382,0.0059576816856861115,8.865841664373875e-05,0.0019436210859566927,-0.011575051583349705,-0.023195894435048103
1.2458333333333333,-0.06890982389450073,0.00540158711373806,-0.0008741229539737105,0.0011616835836321115,-0.012167935259640217,-0.024369385093450546
1.25,-0.07758846133947372,0.005501324310898781,-0.0001701914006844163,0.0016361107118427753,-0.012863523326814175,-0.025766028091311455
1.2541666666666667,-0.08181903511285782,0.004935158416628838,0.0007404056377708912,0.0020189464557915926,-0.009555414319038391,-0.019130416214466095
1.2583333333333333,-0.07954967767000198,0.0035722963511943817,0.0004078008932992816,0.0013714723754674196,-0.003622033167630434,-0.0072388905100524426
1.2625,-0.07587434351444244,0.0011624488979578018,0.0010511650471016765,0.001018667477183044,-0.0020218300633132458,-0.004036556463688612
1.2666666666666666,-0.07937799394130707,0.0023150499910116196,-5.741079803556204e-05,0.0007024574442766607,-0.003068809397518635,-0.00616676639765501
1.2708333333333333,-0.08569175750017166,0.002298794686794281,-0.0002450764295645058,0.0005800222279503942,-0.006096843164414167,-0.012221175245940685
1.275,-0.09946281462907791,0.0040175579488277435,-0.00027894112281501293,0.0011097583919763565,-0.010337883606553078,-0.02072935923933983
1.2791666666666666,-0.12073628604412079,0.006555512547492981,-0.0007960912771522999,0.0015881657600402832,-0.014841143041849136,-0.029750673100352287
1.2833333333333332,-0.14801234006881714,0.007866553962230682,-0.0019003567285835743,0.0013085342943668365,-0.019608939066529274,-0.039286110550165176
1.2875,-0.18387582898139954,0.011205747723579407,-0.0015688685234636068,0.0025733369402587414,-0.023721160367131233,-0.04753502085804939
1.2916666666666667,-0.2203996330499649,0.012203596532344818,-0.0008360596839338541,0.0033362889662384987,-0.025444041937589645,-0.050962746143341064
1.2958333333333334,-0.2562156617641449,0.013315074145793915,0.0005970471538603306,0.004576351493597031,-0.02287525311112404,-0.04581703245639801
1.3,-0.2938694357872009,0.012651912868022919,0.0012737223878502846,0.0047898804768919945,-0.023435022681951523,-0.046932563185691833
