time_s,J1,J2,J3,J4,J5,J6
1.6375,2.8025002,0.082178764,-0.55427164,6.027482e-36,-0.93434596,-2.0345552
1.6416666666666666,2.8025005,0.080640756,-0.5529889,7.555821e-35,-0.93716675,-2.0345552
1.6458333333333333,2.8025002,0.07945299,-0.55199546,8.464809e-34,-0.9393479,-2.0345552
1.65,2.8025002,0.07816177,-0.5509112,2.1923376e-33,-0.94172335,-2.0345552
1.6541666666666666,2.8025002,0.0767892,-0.549753,3.792861e-33,-0.9442541,-2.0345552
1.6583333333333332,2.8025002,0.07535725,-0.5485376,5.327943e-33,-0.94690144,-2.0345552
1.6624999999999999,2.8025002,0.073888,-0.5472819,6.477329e-33,-0.9496264,-2.0345552
1.6666666666666667,2.8025002,0.07240352,-0.5460026,6.92081e-33,-0.9523901,-2.0345552
1.6708333333333334,2.8025002,0.07092578,-0.5447166,6.338211e-33,-0.9551539,-2.0345552
1.675,2.8025005,0.0694769,-0.54344064,4.4093792e-33,-0.95787865,-2.0345552
1.6791666666666667,2.8025005,0.068078846,-0.5421914,8.139916e-34,-0.9605258,-2.0345552
1.6833333333333333,2.8025005,0.06671306,-0.54094994,5.5005774e-33,-0.96313334,-2.0345552
1.6875,2.8025002,0.06531507,-0.53965884,3.3796138e-32,-0.9658224,-2.0345552
1.6916666666666667,2.8025002,0.0638997,-0.53833497,7.584871e-32,-0.9685617,-2.0345552
1.6958333333333333,2.8025002,0.06248418,-0.5369967,1.211003e-31,-0.9713155,-2.0345552
1.7,2.8025002,0.06108584,-0.535663,1.5898822e-31,-0.9740475,-2.0345552
1.7041666666666666,2.8025002,0.059721865,-0.5343525,1.789542e-31,-0.976722,-2.0345552
1.7083333333333333,2.8025002,0.05840962,-0.5330839,1.7043714e-31,-0.97930294,-2.0345552
1.7125,2.8025005,0.057166297,-0.53187585,1.2287593e-31,-0.98175424,-2.0345552
1.7166666666666666,2.8025005,0.056009248,-0.53074723,2.5713516e-32,-0.98404,-2.0345552
1.7208333333333332,2.8025005,0.05481284,-0.5295767,6.010176e-31,-0.98640674,-2.0345552
1.7249999999999999,2.8025002,0.053355966,-0.52814484,2.1660877e-29,-0.98929554,-2.0345552
1.7291666666666667,2.8025002,0.05220533,-0.52699643,5.6317953e-29,-0.9915946,-2.0345552
1.7333333333333334,2.8025002,0.051175673,-0.5259396,8.31618e-29,-0.9936811,-2.0345552
1.7375,2.8025002,0.050081834,-0.52478296,8.0779256e-29,-0.9959317,-2.0345552
1.7416666666666667,2.8025005,0.048738558,-0.5233347,2.7757802e-29,-0.99872327,-2.0345552
1.7458333333333333,2.8025005,0.047546875,-0.5220404,7.73591e-28,-1.001209,-2.0345552
1.75,2.8025002,0.04647331,-0.52087086,4.331854e-27,-1.0034522,-2.0345552
1.7541666666666667,2.8025002,0.045324728,-0.51961464,9.696341e-27,-1.005857,-2.0345552
1.7583333333333333,2.8025002,0.04411713,-0.5182869,1.5670346e-26,-1.0083925,-2.0345552
1.7625,2.8025002,0.04286667,-0.51690304,2.1056554e-26,-1.0110267,-2.0345552
1.7666666666666666,2.8025002,0.041589346,-0.5154785,2.4658254e-26,-1.0137286,-2.0345552
1.7708333333333333,2.8025002,0.040301297,-0.5140286,2.5278283e-26,-1.0164665,-2.0345552
1.775,2.8025002,0.03901853,-0.5125687,2.1719646e-26,-1.0192093,-2.0345552
1.7791666666666666,2.8025005,0.03775715,-0.5111141,1.2785241e-26,-1.0219253,-2.0345552
1.7833333333333332,2.8025005,0.03653752,-0.5096854,-2.4906436e-27,-1.0245734,-2.0345552
1.7874999999999999,2.8025002,0.03536187,-0.508284,1.6668411e-27,-1.0271506,-2.0345552
1.7916666666666667,2.8025002,0.034148492,-0.5068165,3.3631914e-26,-1.0298313,-2.0345552
1.7958333333333334,2.8025002,0.032914214,-0.50530636,7.968048e-26,-1.0325758,-2.0345552
1.8,2.8025002,0.03167598,-0.5037767,1.2608451e-25,-1.0353435,-2.0345552
1.8041666666666667,2.8025002,0.03045061,-0.50225085,1.5912084e-25,-1.0380949,-2.0345552
1.8083333333333333,2.8025002,0.029255053,-0.50075203,1.650621e-25,-1.0407892,-2.0345552
1.8125,2.8025002,0.028106129,-0.49930346,1.3018281e-25,-1.0433866,-2.0345552
1.8166666666666667,2.8025002,0.027020782,-0.49792847,4.0759457e-26,-1.0458469,-2.0345552
1.8208333333333333,2.8025005,0.026015844,-0.49665022,-1.1693887e-25,-1.04813,-2.0345552
1.825,2.8025005,0.02510825,-0.49549213,-3.5662866e-25,-1.0501959,-2.0345552
1.8291666666666666,2.8025002,0.023737554,-0.4937384,1.03270665e-23,-1.0533203,-2.0345552
1.8333333333333333,2.8025002,0.022740072,-0.49244508,3.2888274e-23,-1.0556111,-2.0345552
1.8375,2.8025002,0.02190032,-0.49131894,5.1461032e-23,-1.0575771,-2.0345552
1.8416666666666666,2.8025002,0.021002896,-0.49006665,5.017712e-23,-1.0597268,-2.0345552
1.8458333333333332,2.8025005,0.019832406,-0.48839515,1.31706955e-23,-1.0625689,-2.0345552
1.8499999999999999,2.8025005,0.018826226,-0.48694873,1.01275774e-22,-1.0650214,-2.0345552
1.8541666666666667,2.8025002,0.017916625,-0.48563653,6.153488e-22,-1.0672432,-2.0345552
1.8583333333333334,2.8025002,0.016933467,-0.48421228,1.4003334e-21,-1.0696505,-2.0345552
1.8625,2.8025002,0.015893253,-0.48269776,2.2863048e-21,-1.0722054,-2.0345552
1.8666666666666667,2.8025002,0.014812373,-0.48111457,3.1034274e-21,-1.0748694,-2.0345552
1.8708333333333333,2.8025002,0.013707332,-0.47948453,3.681774e-21,-1.0776047,-2.0345552
1.875,2.8025002,0.0125945145,-0.47782916,3.851491e-21,-1.0803727,-2.0345552
1.8791666666666667,2.8025002,0.011490428,-0.47617036,3.44269e-21,-1.0831357,-2.0345552
1.8833333333333333,2.8025005,0.010411457,-0.47452965,2.2854596e-21,-1.0858554,-2.0345552
1.8875,2.8025005,0.009374105,-0.47292885,2.0998594e-22,-1.0884936,-2.0345552
1.8916666666666666,2.8025005,0.008359101,-0.4713334,-2.3152575e-21,-1.0911039,-2.0345552
1.8958333333333333,2.8025002,0.007316116,-0.46966362,-3.3242493e-21,-1.0938166,-2.0345552
1.9,2.8025002,0.0062606265,-0.46794823,-3.460499e-21,-1.0965875,-2.0345552
1.9041666666666666,2.8025002,0.005205836,-0.46621284,-3.6263485e-21,-1.0993776,-2.0345552
1.9083333333333332,2.8025002,0.004164948,-0.464483,-4.7241367e-21,-1.1021484,-2.0345552
1.9124999999999999,2.8025002,0.0031510757,-0.46278402,-7.6563e-21,-1.1048611,-2.0345552
1.9166666666666667,2.8025002,0.00217745,-0.46114153,-1.3325004e-20,-1.1074772,-2.0345552
1.9208333333333334,2.8025002,0.0012571898,-0.4595809,-2.2632948e-20,-1.1099582,-2.0345552
1.925,2.8025005,0.00040352042,-0.45812774,-3.648193e-20,-1.112265,-2.0345552
1.9291666666666667,2.8025005,-0.0003704338,-0.4568074,-5.577512e-20,-1.1143593,-2.0345552
1.9333333333333333,2.8025005,-0.0014663119,-0.4549377,9.5245854e-20,-1.117325,-2.0345552
1.9375,2.8025002,-0.0023234268,-0.45346308,5.960713e-19,-1.1196567,-2.0345552
1.9416666666666667,2.8025002,-0.0030061272,-0.4522469,1.0310538e-18,-1.1215556,-2.0345552
1.9458333333333333,2.8025002,-0.0037236246,-0.45090505,9.650348e-19,-1.123615,-2.0345552
1.95,2.8025005,-0.004685045,-0.44905373,-3.714868e-20,-1.1264279,-2.0345552
1.9541666666666666,2.8025005,-0.0054881186,-0.44749197,-1.0789898e-18,-1.1287925,-2.0345552
1.9583333333333333,2.8025002,-0.006245769,-0.44600433,-1.5961467e-18,-1.1310378,-2.0345552
1.9625,2.8025002,-0.007077081,-0.4443607,-1.9718063e-18,-1.1335129,-2.0345552
1.9666666666666666,2.8025002,-0.007959786,-0.4426053,-2.4107838e-18,-1.136151,-2.0345552
1.9708333333333332,2.8025002,-0.008871512,-0.44078252,-3.117839e-18,-1.1388854,-2.0345552
1.9749999999999999,2.8025002,-0.009789995,-0.43893656,-4.297806e-18,-1.1416497,-2.0345552
1.9791666666666667,2.8025002,-0.010692864,-0.43711185,-6.1554033e-18,-1.1443774,-2.0345552
1.9833333333333334,2.8025002,-0.011557854,-0.4353526,-8.89553e-18,-1.1470017,-2.0345552
1.9875,2.8025005,-0.012362595,-0.43370312,-1.2722814e-17,-1.149456,-2.0345552
1.9916666666666667,2.8025005,-0.013084816,-0.4322077,-1.784227e-17,-1.1516736,-2.0345552
1.9958333333333333,2.8025005,-0.014007376,-0.43027434,-1.2555607e-17,-1.1545295,-2.0345552
2.0,2.8025002,-0.014827821,-0.42853352,3.300447e-17,-1.1570907,-2.0345552
2.0041666666666664,2.8025002,-0.015502512,-0.42705542,8.2410324e-17,-1.1592435,-2.0345552
2.0083333333333333,2.8025002,-0.016171202,-0.4255253,9.341384e-17,-1.1614423,-2.0345552
2.0125,2.8025002,-0.016973747,-0.4236282,2.377775e-17,-1.1641418,-2.0345552
2.0166666666666666,2.8025005,-0.017959515,-0.42126635,-1.4607986e-16,-1.1674896,-2.0345552
2.0208333333333335,2.8025002,-0.018668514,-0.41956058,-1.3773882e-16,-1.1699044,-2.0345552
2.025,2.8025002,-0.019449033,-0.41767544,2.2700642e-17,-1.17257,-2.0345552
2.029166666666667,2.8025002,-0.020286812,-0.41564238,2.5511113e-16,-1.1754409,-2.0345552
2.033333333333333,2.8025002,-0.021167638,-0.41349283,4.7937607e-16,-1.1784711,-2.0345552
2.0375,2.8025002,-0.022077143,-0.41125858,6.1533937e-16,-1.1816149,-2.0345552
2.0416666666666665,2.8025002,-0.023001114,-0.40897098,5.8288657e-16,-1.1848265,-2.0345552
2.0458333333333334,2.8025005,-0.023925286,-0.4066615,3.018906e-16,-1.18806,-2.0345552
2.05,2.8025005,-0.024835449,-0.40436158,-3.078211e-16,-1.1912701,-2.034555
2.0541666666666667,2.8025005,-0.025717232,-0.40210298,-1.3263113e-15,-1.1944104,-2.034555
2.058333333333333,2.8025005,-0.026556632,-0.39991665,-2.8271791e-15,-1.1974363,-2.0345552
2.0625,2.8025002,-0.02737763,-0.39774442,-3.803958e-15,-1.2004294,-2.0345552
2.0666666666666664,2.8025002,-0.028201204,-0.3955384,-3.8590334e-15,-1.2034591,-2.0345552
2.0708333333333333,2.8025002,-0.029022733,-0.39331168,-3.5253566e-15,-1.2065073,-2.0345552
2.075,2.8025002,-0.029837744,-0.39107722,-3.3358855e-15,-1.2095568,-2.0345552
2.0791666666666666,2.8025002,-0.030641755,-0.38884774,-3.82361e-15,-1.2125905,-2.0345552
2.0833333333333335,2.8025005,-0.03143016,-0.38663644,-5.5214334e-15,-1.2155901,-2.0345552
2.0875,2.8025005,-0.032198474,-0.38445613,-8.962295e-15,-1.2185388,-2.0345552
2.091666666666667,2.8025002,-0.032942176,-0.38231978,-1.4679118e-14,-1.2214189,-2.034555
2.095833333333333,2.8025005,-0.033656787,-0.38024017,-2.320543e-14,-1.224213,-2.0345547
2.1,2.8025005,-0.034337696,-0.37823054,-3.5073236e-14,-1.2269034,-2.034555
2.1041666666666665,2.8025,-0.035024215,-0.37616134,-5.0355282e-14,-1.2296592,-2.034555
2.1083333333333334,2.8025,-0.03569075,-0.37410188,-6.7522593e-14,-1.2323852,-2.0345547
2.1125,2.8024998,-0.036334917,-0.37206724,-8.676381e-14,-1.235064,-2.0345547
2.1166666666666667,2.8024998,-0.03695419,-0.370073,-1.0826417e-13,-1.2376776,-2.0345542
2.120833333333333,2.8024995,-0.037546176,-0.36813423,-1.3221215e-13,-1.2402083,-2.0345542
2.125,2.8024995,-0.038108446,-0.36626634,-1.5879527e-13,-1.2426385,-2.0345542
2.1291666666666664,2.8024993,-0.038638584,-0.36448443,-1.8820267e-13,-1.2449505,-2.0345538
2.1333333333333333,2.8024988,-0.039134096,-0.36280397,-2.206185e-13,-1.2471265,-2.0345538
2.1375,2.8024988,-0.039592583,-0.36124015,-2.5623178e-13,-1.2491487,-2.0345533
2.1416666666666666,2.8024986,-0.04012833,-0.35940847,-2.991844e-13,-1.2515163,-2.034553
2.1458333333333335,2.802498,-0.04066485,-0.35755455,-2.971152e-13,-1.2539067,-2.034553
2.15,2.802498,-0.041054007,-0.35614806,-2.7860296e-13,-1.2557023,-2.0345533
2.154166666666667,2.8024983,-0.041400902,-0.35479277,-3.1593478e-13,-1.2574046,-2.0345528
2.158333333333333,2.802498,-0.041810665,-0.3530921,-4.814119e-13,-1.2595149,-2.0345519
2.1625,2.8024974,-0.04234871,-0.35081747,-8.181492e-13,-1.2623277,-2.0345495
2.1666666666666665,2.8024945,-0.04271757,-0.3492512,-9.79097e-13,-1.2642627,-2.0345485
2.1708333333333334,2.8024936,-0.043116663,-0.34754467,-1.0537782e-12,-1.2663684,-2.0345478
2.175,2.8024929,-0.043541756,-0.34571227,-1.0974637e-12,-1.2686257,-2.0345476
2.1791666666666667,2.8024926,-0.043988544,-0.3437687,-1.1654204e-12,-1.2710161,-2.034547
2.183333333333333,2.8024921,-0.04445281,-0.3417284,-1.3129193e-12,-1.2735206,-2.0345461
2.1875,2.8024912,-0.04493029,-0.33960584,-1.5952294e-12,-1.2761208,-2.0345442
2.1916666666666664,2.8024893,-0.04541676,-0.3374155,-2.0676527e-12,-1.2787974,-2.034541
2.1958333333333333,2.802486,-0.045907926,-0.33517206,-2.7854062e-12,-1.281532,-2.034536
2.2,2.8024812,-0.046399552,-0.33288994,-3.803781e-12,-1.2843058,-2.0345285
2.2041666666666666,2.802474,-0.046885747,-0.33059153,-5.1722606e-12,-1.2870904,-2.0345192
2.2083333333333335,2.8024645,-0.0473369,-0.3284085,-6.5204877e-12,-1.2897246,-2.03451
2.2125,2.8024552,-0.047801595,-0.32611102,-7.803481e-12,-1.2924868,-2.0345008
