"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count","Total Cycle Count(ElectroPuls (10.0.0.2 : 1) Waveform)","Position (mm)","Force (N)","Cycle Energy(Energy Calculation) (J)","Velocity(Velocity Calculation) (m/s)","Acceleration(Acceleration Calculation) (m/s²)",
51.221,0.346000000000004,92,92,2,91.5,0,-6.6021226184574,-386.363333067508,2.36846364245352,0.220965756490697,-2.0868923706626,
51.222,0.347000000000001,92,92,2,91.5,0,-6.38706709512582,-365.6435604143,2.28760202444019,0.218157512980433,-2.4299230051892,
51.223,0.347999999999999,92,92,2,91.5,0,-6.17569135742084,-345.034713795742,2.21249195219917,0.214921178507712,-2.8186731256062,
51.224,0.349000000000004,92,92,2,91.5,0,-5.96848048213478,-324.829943000519,2.1430903312702,0.211230214667284,-3.244295994296,
51.225,0.350000000000001,92,92,2,91.5,0,-5.76594811429163,-305.077415963912,2.07930201680375,0.207056781778863,-3.6993157445138,
51.226,0.350999999999999,92,92,2,91.5,0,-5.56857680428996,-285.755152936831,2.02099531774596,0.202387602723579,-4.177416024082,
51.227,0.352000000000004,92,92,2,91.5,0,-5.37675491702086,-266.884142435877,1.96799116143723,0.197254800534343,-4.6595421454107,
51.228,0.353000000000002,92,92,2,91.5,0,-5.19076311793716,-248.732841375337,1.92004089620866,0.191737687633251,-5.1090084626072,
51.229,0.353999999999999,92,92,2,91.5,0,-5.01080132191402,-231.456720830998,1.87683300818554,0.185931824621152,-5.4884447208373,
51.23,0.355000000000004,92,92,2,91.5,0,-4.83704911319441,-214.783737163661,1.83806537558723,0.179907920750249,-5.7846502364381,
51.231,0.356000000000002,92,92,2,91.5,0,-4.66967335085625,-198.848125305763,1.80344940143314,0.173702150996234,-6.0130513781954,
51.232,0.356999999999999,92,92,2,91.5,0,-4.50881359821656,-183.703876381447,1.77268079125153,0.167333893343054,-6.1999563588309,
51.233,0.358000000000004,92,92,2,91.5,0,-4.35458839030693,-169.462519799162,1.7454472108127,0.16082419213021,-6.3619443513297,
51.234,0.359000000000002,92,92,2,91.5,0,-4.2070664525287,-156.418885540892,1.72140988261188,0.154204590289227,-6.5002383333865,
51.235,0.359999999999999,92,92,2,91.5,0,-4.06627720359397,-144.568954480334,1.70022195664436,0.147513112164601,-6.6081945376342,
51.236,0.361000000000004,92,92,2,91.5,0,-3.93220635872386,-133.73495561675,1.68156573646567,0.140793534368397,-6.6783451410065,
51.237,0.362000000000002,92,92,2,91.5,0,-3.80478517910677,-123.929905022346,1.66514975622141,0.13409146651359,-6.7058949123115,
51.238,0.363,92,92,2,91.5,0,-3.68388849262588,-115.301013232152,1.65068864356104,0.127458731252136,-6.6865210592202,
51.239,0.364000000000004,92,92,2,91.5,0,-3.56936782157032,-107.467301632844,1.63793285510692,0.120941229794151,-6.6189648984192,
51.24,0.365000000000002,92,92,2,91.5,0,-3.46105739367766,-100.370431719417,1.6266773581911,0.114570402734289,-6.5080692795888,
51.241,0.366,92,92,2,91.5,0,-3.35875689248377,-93.8104643002374,1.61674495669857,0.108370522831899,-6.3635452320573,
51.242,0.367000000000004,92,92,2,91.5,0,-3.26221666084846,-87.9967085589346,1.60796910340818,0.102375398335947,-6.1897374277002,
51.243,0.368000000000002,92,92,2,91.5,0,-3.17114936140261,-82.8091674298637,1.60019168848029,0.096626432846046,-5.9827034160681,
51.244,0.369,92,92,2,91.5,0,-3.08529756333462,-78.0332493524113,1.59328738313712,0.09114452868933,-5.7426947917608,
51.245,0.370000000000005,92,92,2,91.5,0,-3.00444458612485,-73.6301811639062,1.58715616319157,0.085916802223882,-5.4857692492911,
51.246,0.371000000000002,92,92,2,91.5,0,-2.92838154326681,-69.8115775416518,1.58170085487154,0.080915643161717,-5.2360095518435,
51.247,0.372,92,92,2,91.5,0,-2.85692463774851,-66.3161021425009,1.57683722349873,0.076118181961637,-5.0080199245244,
51.248,0.372999999999998,92,92,2,91.5,0,-2.78989746663878,-63.2021605950169,1.57249660211957,0.071509826397651,-4.8018388678773,
51.249,0.374000000000002,92,92,2,91.5,0,-2.72709320549566,-60.4158387319847,1.56861473356372,0.067089218442318,-4.6087629722183,
51.25,0.375,92,92,2,91.5,0,-2.66828474815751,-58.0085936388684,1.56513255447427,0.062872392991612,-4.4157974865408,
51.251,0.375999999999998,92,92,2,91.75,0,-2.61325149909322,-55.9098786463762,1.56199790264512,0.058874635997483,-4.212239665121,
51.252,0.377000000000002,92,92,2,91.75,0,-2.56179441263148,-53.9891820383183,1.55917035991126,0.055092962765683,-3.9986524024034,
51.253,0.378,92,92,2,91.75,0,-2.51370977466219,-52.3229087063228,1.55661437071365,0.05151820069477,-3.7844250122326,
51.254,0.378999999999998,92,92,2,91.75,0,-2.46878471796551,-50.7730647876703,1.55429857448644,0.048148498135242,-3.5753175657636,
51.255,0.380000000000003,92,92,2,91.75,0,-2.42681656386021,-49.4748017411999,1.55219496553084,0.044985860301049,-3.369100995343,
51.256,0.381,92,92,2,91.75,0,-2.38760859976277,-48.2200655591763,1.55027975710604,0.042027167880356,-3.1635736277435,
51.257,0.381999999999998,92,92,2,91.75,0,-2.35097146922777,-47.0907899810802,1.54853379897813,0.039264771031066,-2.9609873733221,
51.258,0.383000000000003,92,92,2,91.75,0,-2.31671818459131,-46.0129947937554,1.54693924375781,0.03669322683417,-2.7640297249927,
51.259,0.384,92,92,2,91.75,0,-2.28467494900976,-45.0334505458549,1.54548053240936,0.034305423689549,-2.5736776769317,
51.26,0.384999999999998,92,92,2,91.75,0,-2.25468837394337,-44.204137374443,1.54414256759489,0.032089252143475,-2.3914359807394,
51.261,0.386000000000003,92,92,2,91.75,0,-2.22662680091494,-43.5938825987508,1.54291069232028,0.03002607260955,-2.2217634219934,
51.262,0.387,92,92,2,91.75,0,-2.20037954468754,-43.1531919011805,1.54177225597459,0.028094778599509,-2.0695114804045,
51.263,0.387999999999998,92,92,2,91.75,0,-2.17584398350409,-42.8289698880479,1.54071744567895,0.026278042754524,-1.9364922176894,
51.264,0.389000000000003,92,92,2,91.75,0,-2.15292365233546,-42.43848159398,1.53974026656601,0.024564500692189,-1.8201451597068,
51.265,0.390000000000001,92,92,2,91.75,0,-2.13151818769106,-41.8994937089235,1.53883761979176,0.022950440215807,-1.7146557213441,
51.266,0.390999999999998,92,92,2,91.75,0,-2.11154132195336,-41.544787096652,1.53800414219464,0.021431344929659,-1.6154153950977,
51.267,0.392000000000003,92,92,2,91.75,0,-2.09291413705469,-41.2653659715952,1.5372328821783,0.020000541158001,-1.5210973888712,
51.268,0.393000000000001,92,92,2,91.75,0,-2.07552664460474,-41.0829442045236,1.53651696686757,0.018660181415763,-1.430158017179,
51.269,0.393999999999998,92,92,2,91.75,0,-2.05924128938676,-40.9162247676796,1.53584927407042,0.017428759014975,-1.334811748629,
51.27,0.395000000000003,92,92,2,91.75,0,-2.04393739787004,-40.6169413712535,1.5352253867056,0.016321557277193,-1.2268374043212,
51.271,0.396000000000001,92,92,2,91.75,0,-2.02952673657401,-40.294011211622,1.5346423965392,0.015330361560891,-1.1096661302398,
51.272,0.396999999999998,92,92,2,91.75,0,-2.01594380038804,-39.9482741678577,1.53409743361834,0.014430312829219,-0.998653427357,
51.273,0.398000000000003,92,92,2,91.75,0,-2.003120812187,-39.732762027489,1.53358655912484,0.013603269323509,-0.9054912592724,
51.274,0.399000000000001,92,92,2,91.75,0,-1.99101342265661,-39.4914440006728,1.53310695996353,0.012836292995324,-0.8309249202411,
51.275,0.399999999999999,92,92,2,91.75,0,-1.9795712216486,-39.4071560873108,1.53265557314279,0.012122512574871,-0.7690377091229,
51.276,0.401000000000003,92,92,2,91.75,0,-1.96873620202452,-39.3301902109875,1.53222901279665,0.011459603149545,-0.7144778942345,
51.277,0.402000000000001,92,92,2,91.75,0,-1.95848940500108,-39.1238106125825,1.53182706168559,0.010840707259067,-0.6649666634097,
51.278,0.402999999999999,92,92,2,91.75,0,-1.94881643889151,-39.0103503207215,1.53144916714024,0.010251114529471,-0.6233090026678,
51.279,0.404000000000003,92,92,2,91.75,0,-1.93967913110548,-38.8651300842553,1.53109338102351,0.009684417886669,-0.5915148518224,
51.28,0.405000000000001,92,92,2,91.75,0,-1.93102543056169,-38.8321685025056,1.53075719644599,0.00915292311042,-0.5630049088743,
51.281,0.405999999999999,92,92,2,91.75,0,-1.92279453149977,-38.705447837828,1.5304380942992,0.008671942271901,-0.5269011548959,
51.282,0.407000000000004,92,92,2,91.75,0,-1.91492820314773,-38.5693923732066,1.53013415966598,0.008248368293517,-0.4789129617975,
51.283,0.408000000000001,92,92,2,91.75,0,-1.90740639523643,-38.3100332373488,1.5298450235301,0.007872343432782,-0.4265313011298,
51.284,0.408999999999999,92,92,2,91.75,0,-1.90022826793005,-38.1750805434849,1.52957051358823,0.007522059862046,-0.38256720903,
51.285,0.410000000000004,92,92,2,91.75,0,-1.89336976456427,-38.0768749211899,1.52930902644164,0.007185344305676,-0.3539355534259,
51.286,0.411000000000001,92,92,2,91.75,0,-1.88679556727487,-38.01656599112,1.52905889979513,0.006869098725046,-0.3346449679578,
51.287,0.411999999999999,92,92,2,91.75,0,-1.88048336560489,-37.9160118479267,1.52881924892282,0.006580890426488,-0.3139753887304,
51.288,0.413000000000004,92,92,2,91.75,0,-1.87443767674445,-37.7915512745007,1.52859039673731,0.006310846512944,-0.2911701676754,
51.289,0.414000000000001,92,92,2,91.75,0,-1.86867046529522,-37.6583492517484,1.52837282897224,0.006042099479939,-0.2751041648865,
51.29,0.414999999999999,92,92,2,91.75,0,-1.86317432307984,-37.5109100233787,1.52816625850264,0.005769433902438,-0.2703116605155,
51.291,0.416000000000004,92,92,2,91.75,0,-1.85791125739473,-37.5692539687416,1.52796868258525,0.005507540026454,-0.2682585036971,
51.292,0.417000000000002,92,92,2,91.75,0,-1.85281120164904,-37.6728820176836,1.52777681304127,0.005284085662365,-0.2535935328706,
51.293,0.417999999999999,92,92,2,91.75,0,-1.84781923400257,-37.6315929430006,1.52758885428995,0.00511653229775,-0.2182159178153,
51.294,0.419000000000004,92,92,2,91.75,0,-1.842925193724,-37.4704906488745,1.5274050779789,0.004995015865866,-0.1705125846379,
51.295,0.420000000000002,92,92,2,91.75,0,-1.83814372456767,-37.3118923581842,1.52722629314999,0.004889647152268,-0.1304831962175,
51.296,0.420999999999999,92,92,2,91.75,0,-1.83349362770897,-37.2429814622527,1.52705294945773,0.004775828803713,-0.1127479195709,
51.297,0.422000000000004,92,92,2,91.75,0,-1.82898463685723,-37.0986476913989,1.52688534659484,0.004647176745901,-0.115733570845,
51.298,0.423000000000002,92,92,2,91.75,0,-1.82461165990518,-36.9243654301767,1.52672349612968,0.004510518483921,-0.1266038062853,
51.299,0.423999999999999,92,92,2,91.75,0,-1.82037103604347,-36.7489008605459,1.52656728582417,0.004374075194855,-0.1341919088554,
51.3,0.425000000000004,92,92,2,91.75,0,-1.81625031439138,-36.7205783474283,1.5264159121873,0.004244359125926,-0.1344896148991,
51.301,0.426000000000002,92,92,2,91.75,0,-1.81222512937205,-36.8712976349612,1.52626780172892,0.004128031325148,-0.1277177545248,
51.302,0.427,92,92,2,91.75,0,-1.80827713166494,-36.9638294849476,1.52612205127264,0.004030689815492,-0.1146483938867,
51.303,0.428000000000004,92,92,2,91.75,0,-1.80439457285442,-36.8430943889744,1.52597877141136,0.003951522231799,-0.0975852192037,
51.304,0.429000000000002,92,92,2,91.75,0,-1.80056383447706,-36.7653803115922,1.52583778400688,0.003886644349549,-0.080332851049,
51.305,0.43,92,92,2,91.75,0,-1.79677817149376,-36.7179717436389,1.52569869240401,0.00383276188909,-0.0658661661456,
51.306,0.431000000000004,92,92,2,91.75,0,-1.79302907563338,-36.5862216464999,1.52556128018,0.003788215464642,-0.054380276193,
51.307,0.432000000000002,92,92,2,91.75,0,-1.78931153469092,-36.5084951909614,1.52542541387874,0.00375059952188,-0.0452680907455,
51.308,0.433,92,92,2,91.75,0,-1.78563332829282,-36.4679281776485,1.52529120270506,0.003715207054528,-0.0390280446448,
51.309,0.434000000000005,92,92,2,91.75,0,-1.78199645623231,-36.4473170946712,1.5251586109959,0.003677606460131,-0.0367219480885,
51.31,0.435000000000002,92,92,2,91.75,0,-1.77840444348782,-36.4682997956225,1.52502765408332,0.003635814566981,-0.0381955459094,
51.311,0.436,92,92,2,91.75,0,-1.77485098241179,-36.4562357494303,1.52489808683404,0.003593905038758,-0.040569794046,
51.312,0.436999999999998,92,92,2,91.75,0,-1.77132488771924,-36.5036007848988,1.52476945518785,0.003556816661524,-0.0404278924044,
51.313,0.438000000000002,92,92,2,91.75,0,-1.76782980873895,-36.4483285429323,1.52464196881047,0.003524999893916,-0.0369532396429,
51.314,0.439,92,92,2,91.75,0,-1.76437605288069,-36.3799848658863,1.52451620320343,0.003491986757359,-0.0337571611805,
51.315,0.439999999999998,92,92,2,91.75,0,-1.760968500506,-36.2678895387841,1.52439242748497,0.003452291749798,-0.0346587871735,
51.316,0.441000000000003,92,92,2,91.75,0,-1.7576024789658,-36.2349755477207,1.52427040438218,0.003408954169414,-0.0387832181067,
51.317,0.442,92,92,2,91.75,0,-1.75425677235319,-36.3024497310599,1.52414905991046,0.00337238631227,-0.0402138915651,
51.318,0.442999999999998,92,92,2,91.75,0,-1.75090757495864,-36.2885700853769,1.52402749908325,0.003352848325469,-0.0334898130131,
51.319,0.444000000000003,92,92,2,91.75,0,-1.7475579278699,-36.1155936879287,1.52390623488506,0.003348285068225,-0.0201545290368,
51.32,0.445,92,92,2,91.75,0,-1.74422395501529,-35.8709712362676,1.52378623425838,0.003344809910244,-0.0087292463322,
51.321,0.445999999999998,92,92,2,91.75,0,-1.74090717522892,-35.8195056951176,1.52366734349599,0.003333517204377,-0.0061468521257,
51.322,0.447000000000003,92,92,2,91.75,0,-1.73760064830643,-35.8498995273421,1.52354885508706,0.003318861847678,-0.0099562367508,
51.323,0.448,92,92,2,91.75,0,-1.73429903823157,-35.8322324362509,1.52343052186251,0.003308127727365,-0.0124701905336,
51.324,0.448999999999998,92,92,2,91.75,0,-1.73101197943467,-35.6794352292221,1.52331299033438,0.003298719745764,-0.0115126496152,
51.325,0.450000000000003,92,92,2,91.75,0,-1.72775799761241,-35.5363475238144,1.5231971229031,0.0032815010879,-0.0121490260935,
51.326,0.451000000000001,92,92,2,91.75,0,-1.72454842596168,-35.4100677618081,1.52308326910148,0.003250581863193,-0.018985625038,
51.327,0.451999999999998,92,92,2,91.75,0,-1.72138637460768,-35.1979339912065,1.52297163603771,0.003208638613166,-0.0301162622501,
51.328,0.453000000000003,92,92,2,91.75,0,-1.71825110691492,-35.0873995732983,1.52286145436992,0.003168272344644,-0.0381629479795,
51.329,0.454000000000001,92,92,2,91.75,0,-1.71512702911923,-35.0616718337542,1.52275187879172,0.003139945822011,-0.0372274392068,
51.33,0.454999999999998,92,92,2,91.75,0,-1.71201945184959,-35.0773476501785,1.5226428975804,0.003122484606996,-0.0286788541143,
51.331,0.456000000000003,92,92,2,91.75,0,-1.70893444678873,-35.0120507229696,1.52253478450606,0.003105755764821,-0.0205010954484,
51.332,0.457000000000001,92,92,2,91.75,0,-1.70586949598977,-34.9245912586026,1.52242760832272,0.003085760444924,-0.0179284973436,
51.333,0.457999999999998,92,92,2,91.75,0,-1.70280636738365,-34.7478395143885,1.52232090051484,0.003070420419678,-0.0176187881851,
51.334,0.459000000000003,92,92,2,91.75,0,-1.6997293204498,-34.5220504769503,1.52221432716354,0.003067850762291,-0.0129055032836,
51.335,0.460000000000001,92,92,2,91.75,0,-1.69664585682476,-34.4325548922109,1.52210801765483,0.003074796442888,-0.0035461663495,
51.336,0.460999999999999,92,92,2,91.75,0,-1.69356759403483,-34.5075597731591,1.52200190975998,0.00307997836715,0.0035619523013,
51.337,0.462000000000003,92,92,2,91.75,0,-1.69050545832128,-34.5075600804386,1.52189624292834,0.003074984917549,0.0026584390036,
51.338,0.463000000000001,92,92,2,91.75,0,-1.68746802560491,-34.4173963512119,1.52179156546953,0.00305956293731,-0.0050693966335,
51.339,0.463999999999999,92,92,2,91.75,0,-1.68445668957853,-34.2077183176912,1.52168823882948,0.003037014608524,-0.0144313256117,
51.34,0.465000000000003,92,92,2,91.75,0,-1.68147583659873,-34.0385297789287,1.52158652281349,0.003010020119402,-0.0217442723227,
51.341,0.466000000000001,92,92,2,91.75,0,-1.67852031032317,-33.9638444128401,1.52148603141163,0.002982399882503,-0.0258483653543,
51.342,0.466999999999999,92,92,2,91.75,0,-1.67557942812029,-33.9833790644576,1.52138611902149,0.002958731065031,-0.0262470867378,
51.343,0.468000000000004,92,92,2,91.75,0,-1.67265719151992,-34.0181233166028,1.52128676078192,0.002939681743931,-0.0234683943885,
51.344,0.469000000000001,92,92,2,91.75,0,-1.66975117228386,-34.1157651990024,1.52118776158659,0.00292296507183,-0.0197353753119,
51.345,0.469999999999999,92,92,2,91.75,0,-1.66684847987821,-34.0374798320547,1.52108884763319,0.00290988639623,-0.0163250678504,
51.346,0.471000000000004,92,92,2,91.75,0,-1.66395113286943,-33.7794629629096,1.52099060302501,0.002902086835712,-0.0125863400257,
51.347,0.472000000000001,92,92,2,91.75,0,-1.66107100740424,-33.538716807442,1.5208936606231,0.002893784164764,-0.0095342281716,
51.348,0.472999999999999,92,92,2,91.75,0,-1.65822575039079,-33.4119584025805,1.52079841468401,0.002874831392745,-0.0113467681403,
51.349,0.474000000000004,92,92,2,91.75,0,-1.65542651623979,-33.443189291116,1.52070484307771,0.002841910690237,-0.0199481208444,
51.35,0.475000000000001,92,92,2,91.75,0,-1.65266038553396,-33.514581489249,1.52061223610482,0.002803109976184,-0.0304943268248,
51.351,0.475999999999999,92,92,2,91.75,0,-1.6499079367092,-33.4530869058715,1.52052007356474,0.00277195717506,-0.0347423367108,
51.352,0.477000000000004,92,92,2,91.75,0,-1.6471587677933,-33.2620952411467,1.52042836791225,0.002755569416423,-0.0290176622566,
51.353,0.478000000000002,92,92,2,91.75,0,-1.64440748201375,-33.156722229941,1.52033699933824,0.002750787947653,-0.017335384423,
51.354,0.478999999999999,92,92,2,91.75,0,-1.64165664136909,-33.1693646953135,1.52024577309038,0.002750517179988,-0.0069101453986,
51.355,0.480000000000004,92,92,2,91.75,0,-1.63891131241039,-33.0925831955407,1.52015481766819,0.002749320679339,-0.0019016978917,
51.356,0.481000000000002,92,92,2,91.75,0,-1.63617701875683,-32.9703416955363,1.52006449995005,0.002743671872946,-0.002254472477,
51.357,0.481999999999999,92,92,2,91.75,0,-1.63347117256151,-32.8647328094849,1.51997543015713,0.00272907000763,-0.0069990323467,
51.358,0.483000000000004,92,92,2,91.75,0,-1.63081092047757,-32.8083302832503,1.51988807670566,0.002700702199378,-0.0160457305199,
51.359,0.484000000000002,92,92,2,91.75,0,-1.62819770801231,-32.7751257588088,1.51980238495324,0.00265981843175,-0.027992813184,
51.36,0.484999999999999,92,92,2,91.75,0,-1.6256203868849,-32.9516165392813,1.51971768549245,0.002616556949509,-0.0378422941991,
51.361,0.486000000000004,92,92,2,91.75,0,-1.62306397797869,-33.1776655621092,1.5196331587496,0.002581814862405,-0.039992349316,
51.362,0.487000000000002,92,92,2,91.75,0,-1.62051429686513,-33.218361260686,1.51954851440181,0.002560664234775,-0.0332204678029,
51.363,0.488,92,92,2,91.75,0,-1.61796616373332,-33.0917319237154,1.5194640309291,0.00255123505683,-0.0217116305667,
51.364,0.489000000000004,92,92,2,91.75,0,-1.61542412858267,-32.963467184392,1.51938007361008,0.002546768131987,-0.0114569369199,
51.365,0.490000000000002,92,92,2,91.75,0,-1.61288675401313,-32.82311141131,1.51929661101431,0.002542466370665,-0.0059060517173,
51.366,0.491,92,92,2,91.75,0,-1.61034752802224,-32.730178905189,1.51921338370502,0.002539328170278,-0.0040022420978,
51.367,0.492000000000004,92,92,2,91.75,0,-1.60781074268337,-32.6791151320804,1.51913041903595,0.002537938368879,-0.0029627489711,
51.368,0.493000000000002,92,92,2,91.75,0,-1.60529036455453,-32.6519463041671,1.51904808954674,0.002532595371467,-0.0031002798993,
51.369,0.494,92,92,2,91.75,0,-1.60278094122868,-32.5896999417841,1.5189662300923,0.002522013850952,-0.005728595539,
51.37,0.495000000000005,92,92,2,91.75,0,-1.60026367153585,-32.431029327638,1.51888439273671,0.002515063676841,-0.0079205596629,
51.371,0.496000000000002,92,92,2,91.75,0,-1.5977272535693,-32.3948781672611,1.51880217993846,0.002520660264852,-0.0042755493956,
51.372,0.497,92,92,2,91.75,0,-1.59517438552251,-32.3290839543366,1.51871956407109,0.002535608508506,0.0046380560673,
51.373,0.497999999999998,92,92,2,91.75,0,-1.59262627448971,-32.2169042173108,1.51863732889879,0.002546505918521,0.0109274968694,
51.374,0.499000000000002,92,92,2,91.75,0,-1.59010272373536,-32.1045360354098,1.51855616968925,0.002542170053462,0.0075426775845,
51.375,0.5,92,92,2,91.75,0,-1.5876012949063,-32.0218757750947,1.51847596586165,0.002524282260298,-0.0038314609683,
51.376,0.500999999999998,92,92,2,92,0,-1.58511326187284,-31.8987325262945,1.51839644756916,0.002504046667967,-0.0145265544826,
51.377,0.00100000000000477,93,93,2,92,0,-1.58264569948615,-31.8034167019965,-7.85945136954069E-05,0.002485910578109,-0.018901401839,
51.378,0.00200000000000244,93,93,2,92,0,-1.58021010557783,-31.7397899254575,-0.000155977237170646,0.00246411303721,-0.0198643759122,
51.379,0.00300000000000011,93,93,2,92,0,-1.57781108115932,-31.826791923882,-0.000232226128190405,0.002434213604888,-0.0231296730136,
51.38,0.00400000000000489,93,93,2,92,0,-1.57545427124976,-31.7673685646175,-0.000307165802013287,0.002397330912768,-0.0295638428345,
51.381,0.00500000000000256,93,93,2,92,0,-1.57313771296675,-31.5294517662206,-0.000380481188727799,0.002357398774277,-0.0357025480919,
51.382,0.00600000000000023,93,93,2,92,0,-1.57085899939756,-31.4266816799141,-0.000452210686489707,0.002317280356828,-0.0390731882671,
51.383,0.007000000000005,93,93,2,92,0,-1.56861942001596,-31.3688711010337,-0.00052252849911838,0.00227832672706,-0.0397130974573,
51.384,0.00800000000000267,93,93,2,92,0,-1.56641295054926,-31.4008708681849,-0.000591778258666409,0.00224138666341,-0.0386989962369,
51.385,0.00900000000000034,93,93,2,92,0,-1.56420659579752,-31.4452289078484,-0.000661108654099962,0.002216368026682,-0.0339677054088,
51.386,0.0100000000000051,93,93,2,92,0,-1.56196124768894,-31.4068778310525,-0.000731671083599394,0.00221808717328,-0.0205737298068,
51.387,0.0110000000000028,93,93,2,92,0,-1.55966871425523,-31.2675912546178,-0.00080351274149848,0.002247805699067,0.0020976253569,
51.388,0.0120000000000005,93,93,2,92,0,-1.55735984320076,-31.0554551065929,-0.000875460680390461,0.002283279122399,0.0230451812938,
51.389,0.0130000000000052,93,93,2,92,0,-1.55507317523711,-31.0552744205209,-0.00094647398810821,0.002297308840996,0.027313842648,
51.39,0.0140000000000029,93,93,2,92,0,-1.55281674776375,-31.0600379637406,-0.00101655333679673,0.002284256743812,0.0123382852832,
51.391,0.0150000000000006,93,93,2,92,0,-1.550593177141,-30.9205651582603,-0.0010854624609351,0.002255642565265,-0.0095961768586,
51.392,0.0160000000000053,93,93,2,92,0,-1.54840075430891,-30.8228290713691,-0.00115314627456087,0.002224083340734,-0.0248290679333,
51.393,0.017000000000003,93,93,2,92,0,-1.54622879607389,-30.7899015598863,-0.00122005641338774,0.002195627790164,-0.0297446085475,
51.394,0.0180000000000007,93,93,2,92,0,-1.54406690114936,-30.7647676724487,-0.00128659377688223,0.002175078620994,-0.0270147383383,
51.395,0.0190000000000055,93,93,2,92,0,-1.54190351199341,-30.6470068686216,-0.00135302256043701,0.002165362187103,-0.0196712630063,
51.396,0.0200000000000031,93,93,2,92,0,-1.53974091757016,-30.6081787389092,-0.00141925762181927,0.002162702466714,-0.0108492404241,
51.397,0.0210000000000008,93,93,2,92,0,-1.53759660201049,-30.6422283106228,-0.0014849277222595,0.002157349183986,-0.0055848031413,
51.398,0.0220000000000056,93,93,2,92,0,-1.53548904902847,-30.6275423904479,-0.00154949236622315,0.002138770445449,-0.008512850769,
51.399,0.0230000000000032,93,93,2,92,0,-1.53341500378048,-30.4952590033672,-0.00161287809410737,0.002108529435106,-0.0181097833361,
51.4,0.0240000000000009,93,93,2,92,0,-1.53135555933631,-30.3368989994441,-0.00167551831901847,0.002079717327053,-0.0263136581142,
51.401,0.0250000000000057,93,93,2,92,0,-1.52930625330099,-30.1745725660947,-0.00173752158096363,0.002060783162661,-0.0262773956417,
51.402,0.0260000000000034,93,93,2,92,0,-1.52728641870408,-30.1840642500531,-0.0017984788123897,0.002043506126452,-0.0214004090354,
51.403,0.027000000000001,93,93,2,92,0,-1.52529361118538,-30.2203637553612,-0.00185866601154316,0.00202056790497,-0.0194725302458,
51.404,0.0280000000000058,93,93,2,92,0,-1.52331931710959,-30.1825768658284,-0.00191829259546239,0.00199536160929,-0.0219202881595,
51.405,0.0290000000000035,93,93,2,92,0,-1.52135788239272,-30.1650429889323,-0.00197747655380454,0.001975990300987,-0.0227753772075,
51.406,0.0300000000000011,93,93,2,92,0,-1.51940765122572,-30.1188584110424,-0.00203626032549664,0.001961931459585,-0.0195280644458,
51.407,0.0310000000000059,93,93,2,92,0,-1.51746556360963,-30.0919678589469,-0.00209472767551233,0.001951149166688,-0.0146696169208,
51.408,0.0320000000000036,93,93,2,92,0,-1.51552202255493,-30.0902334038991,-0.00215321096496268,0.001944966712946,-0.010385305702,
51.409,0.0330000000000013,93,93,2,92,0,-1.51356724499242,-30.2195731674502,-0.00221215709331091,0.00194647597546,-0.0052548906117,
51.41,0.034000000000006,93,93,2,92,0,-1.51161314704835,-30.3707618772023,-0.00227135681788582,0.001951202724635,0.0001669936355,
51.411,0.0350000000000037,93,93,2,92,0,-1.50967586618717,-30.368753907765,-0.00233019156860337,0.001949256704735,0.0017596724542,
51.412,0.0360000000000014,93,93,2,92,0,-1.50775703193423,-30.1685493805896,-0.00238827209417991,0.001936792003575,-0.0030997935555,
51.413,0.0370000000000061,93,93,2,92,0,-1.50584484601232,-30.0430536911449,-0.00244583998403414,0.001922373736103,-0.0098951666756,
51.414,0.0380000000000038,93,93,2,92,0,-1.50393164289717,-30.0270083933984,-0.00250330309899027,0.001914485579191,-0.0118731644104,
51.415,0.0390000000000015,93,93,2,92,0,-1.50202527229558,-29.9649556035827,-0.00256048655722907,0.00191084820311,-0.0085719558307,
51.416,0.0400000000000063,93,93,2,92,0,-1.50013229541297,-29.8109538348162,-0.00261706376457482,0.001904402239964,-0.0057551864498,
51.417,0.0410000000000039,93,93,2,92,0,-1.49824913797734,-29.5744900599317,-0.00267297983469916,0.00189404916421,-0.0067755208089,
51.418,0.0420000000000016,93,93,2,92,0,-1.49636860620917,-29.4917101379021,-0.00272851776765037,0.001885315569486,-0.0086950976626,
51.419,0.0430000000000064,93,93,2,92,0,-1.49448678683209,-29.5882364860896,-0.00278410666183504,0.001881705751081,-0.0076823061373,
51.42,0.044000000000004,93,93,2,92,0,-1.49260856720571,-29.6058144443337,-0.0028396963759576,0.001880353169197,-0.0044697803444,
51.421,0.0450000000000017,93,93,2,92,0,-1.49073827466334,-29.4781861262971,-0.00289494855877592,0.001876921426387,-0.0026535011181,
51.422,0.0460000000000065,93,93,2,92,0,-1.48888044311411,-29.3716924908336,-0.00294961513935732,0.001868932369631,-0.004175188716,
51.423,0.0470000000000042,93,93,2,92,0,-1.48704019667476,-29.3230805624653,-0.00300362156292522,0.001856294314208,-0.0080165621723,
51.424,0.0480000000000018,93,93,2,92,0,-1.48520943306708,-29.2095209119305,-0.00305720124123354,0.001842677122813,-0.0115370966145,
51.425,0.0490000000000066,93,93,2,92,0,-1.48337564189758,-29.2132519872802,-0.0031107688237455,0.001834516725727,-0.0116864123107,
