"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count","Total Cycle Count(ElectroPuls (10.0.0.2 : 1) Waveform)","Position (mm)","Force (N)","Cycle Energy(Energy Calculation) (J)","Velocity(Velocity Calculation) (m/s)","Acceleration(Acceleration Calculation) (m/s²)",
49.966,0.0489999999999995,90,90,2,89,0,12.6253768973046,-34.5819169184379,0.000103132996613908,3.227805971E-05,0.010128865141,
49.967,0.0499999999999972,90,90,2,89,0,12.6254015613373,-34.7105356492162,0.000102278480952123,3.301950591E-05,0.00826421369,
49.968,0.0510000000000019,90,90,2,89,0,12.6254112559516,-34.7847743442905,0.000101941615838541,2.384832169E-05,0.000720422599,
49.969,0.0519999999999996,90,90,2,89,0,12.625405546128,-34.7060847737313,0.00010214000610631,9.56410845E-06,-0.0077313038,
49.97,0.0529999999999973,90,90,2,89,0,12.6253910139898,-34.5731912108182,0.000102643394114921,-3.73518661E-06,-0.01245482908,
49.971,0.054000000000002,90,90,2,89,0,12.6253813289296,-34.4102275635353,0.000102977448392494,-1.043132042E-05,-0.011613822139,
49.972,0.0549999999999997,90,90,2,89,0,12.6253858485364,-34.3868953666595,0.000102821980419776,-6.8777835E-06,-0.005602180966,
49.973,0.0559999999999974,90,90,2,89,0,12.6254007729129,-34.5251113694079,0.000102307746047359,3.37963761E-06,0.002489800958,
49.974,0.0570000000000022,90,90,2,89,0,12.6254205634569,-34.6160798597979,0.000101623575147869,1.326279584E-05,0.008133976989,
49.975,0.0579999999999998,90,90,2,89,0,12.6254450089222,-34.6260271044435,0.000100777247382666,1.972717014E-05,0.008969801915,
49.976,0.0589999999999975,90,90,2,89,0,12.6254754146718,-34.5028227623157,9.97262901307749E-05,2.48370742E-05,0.007083668407,
49.977,0.0600000000000023,90,90,2,89,0,12.6255016268264,-34.3806887255634,9.88234975096702E-05,2.735958581E-05,0.004740027397,
49.978,0.0609999999999999,90,90,2,89,0,12.625514031014,-34.4362867579684,9.83966881733522E-05,2.3327843E-05,0.001332453019,
49.979,0.0619999999999976,90,90,2,89,0,12.6255165251673,-34.5154698145878,9.83107000536165E-05,1.357356741E-05,-0.003782226318,
49.98,0.0630000000000024,90,90,2,89,0,12.6255209026678,-34.4368209301,9.81597807054868E-05,6.03216775E-06,-0.007373652977,
49.981,0.0640000000000001,90,90,2,89,0,12.6255348385123,-34.3499205531316,9.76804800387754E-05,6.67999954E-06,-0.005748493004,
49.982,0.0649999999999977,90,90,2,89,0,12.6255578643567,-34.4448153475953,9.68884515941681E-05,1.379534127E-05,0.000131315337,
49.983,0.0660000000000025,90,90,2,89,0,12.6255831793718,-34.4354998303133,9.6016598490678E-05,2.098559564E-05,0.00519756254,
49.984,0.0670000000000002,90,90,2,89,0,12.625608653553,-34.3431054278722,9.51405591678167E-05,2.467601372E-05,0.006117829691,
49.985,0.0679999999999978,90,90,2,89,0,12.6256373569546,-34.3663374947761,9.41544618058288E-05,2.639519749E-05,0.004148998674,
49.986,0.0690000000000026,90,90,2,89,0,12.6256749999632,-34.4282273658089,9.28596446101437E-05,3.041651758E-05,0.003001194959,
49.987,0.0700000000000003,90,90,2,89,0,12.6257166004199,-34.3678509058698,9.14286704727374E-05,3.614836093E-05,0.003843836172,
49.988,0.070999999999998,90,90,2,89,0,12.6257505168422,-34.2117536303669,9.02656830561455E-05,3.810801195E-05,0.004087028673,
49.989,0.0720000000000027,90,90,2,89,0,12.625769685945,-34.0924214967793,8.96110181827225E-05,3.179743677E-05,0.000610240859,
49.99,0.0730000000000004,90,90,2,89,0,12.6257790863243,-34.0357365903772,8.92908029186401E-05,2.06626816E-05,-0.005276761317,
49.991,0.0739999999999981,90,90,2,89,0,12.6257898204861,-34.0122535856394,8.89255838529834E-05,1.27311311E-05,-0.008726539772,
49.992,0.0750000000000028,90,90,2,89,0,12.6258112096183,-33.9722691863931,8.81985188811996E-05,1.353051817E-05,-0.00627323063,
49.993,0.0760000000000005,90,90,2,89,0,12.625835000356,-33.9545815534498,8.73905039355805E-05,1.891312273E-05,-0.000444928954,
49.994,0.0769999999999982,90,90,2,89,0,12.6258483586118,-33.9923165686364,8.69366779170377E-05,1.994051148E-05,0.00270107457,
49.995,0.078000000000003,90,90,2,89,0,12.6258556661635,-33.9583373380014,8.66884014527614E-05,1.467278914E-05,0.000445420166,
49.996,0.0790000000000006,90,90,2,89,0,12.6258680199628,-33.8931826901527,8.62692894258998E-05,1.063663721E-05,-0.00300971789,
49.997,0.0799999999999983,90,90,2,89,0,12.625889678224,-33.9555644649926,8.55345464856327E-05,1.363126359E-05,-0.00229638956,
49.998,0.080999999999996,90,90,2,89,0,12.6259116452015,-34.3088384715189,8.47847651783695E-05,1.895953755E-05,0.001585487161,
49.999,0.0820000000000007,90,90,2,89,0,12.6259248137381,-34.7776368705988,8.4329881289591E-05,1.923483035E-05,0.003112285338,
50,0.0829999999999984,90,90,2,89,0,12.62592891848,-34.9802596990421,8.41867122147733E-05,1.308893045E-05,-0.000135170662,
50.001,0.0839999999999961,90,90,2,89,0,12.6259292935353,-34.8920072595061,8.41736092382916E-05,5.7049743E-06,-0.004590958965,
50.002,0.0850000000000009,90,90,2,89,0,12.6259247190863,-34.7227172850696,8.43328337367666E-05,9.10999E-09,-0.006506111723,
50.003,0.0859999999999985,90,90,2,89,0,12.6259137869885,-34.6928160134835,8.4712262435005E-05,-4.99689235E-06,-0.005995333271,
50.004,0.0869999999999962,90,90,2,89,0,12.6259093825641,-34.7788228030533,8.48652537257522E-05,-7.06650114E-06,-0.004332042866,
50.005,0.088000000000001,90,90,2,89,0,12.6259263221614,-34.826174619548,8.42757134051908E-05,4.048009E-08,-0.000197549849,
50.006,0.0889999999999986,90,90,2,89,0,12.6259679269265,-34.7738248092064,8.28278675868432E-05,1.793594113E-05,0.007590548167,
50.007,0.0899999999999963,90,90,2,89,0,12.6260252709407,-34.6607088250874,8.08370401443881E-05,3.892698949E-05,0.015587593293,
50.008,0.0910000000000011,90,90,2,89,0,12.6260816416066,-34.468894270805,7.88885992619726E-05,5.233023498E-05,0.017786031303,
50.009,0.0919999999999987,90,90,2,89,0,12.6261306986481,-34.3700998179162,7.72000805682183E-05,5.446858307E-05,0.012300117131,
50.01,0.0929999999999964,90,90,2,89,0,12.6261684211686,-34.4616649315556,7.59018267473266E-05,4.785077252E-05,0.002890969718,
50.011,0.0940000000000012,90,90,2,89,0,12.6261978295048,-34.6368517791794,7.48857905392697E-05,3.862862151E-05,-0.004772265096,
50.012,0.0949999999999989,90,90,2,89,0,12.6262299532055,-34.6396595674429,7.37730815814075E-05,3.271720084E-05,-0.00744762977,
50.013,0.0959999999999965,90,90,2,89,0,12.626269426532,-34.5491785325152,7.24075247831024E-05,3.351397909E-05,-0.004892180096,
50.014,0.0970000000000013,90,90,2,89,0,12.626312074019,-34.5077417803648,7.09349727259223E-05,3.822068691E-05,-4.2702555E-05,
50.015,0.097999999999999,90,90,2,89,0,12.6263540138107,-34.5307863850674,6.94872419728654E-05,4.148293026E-05,0.003100389608,
50.016,0.0989999999999966,90,90,2,89,0,12.6263996274083,-34.5158852605821,6.79125084275256E-05,4.325424206E-05,0.003248303226,
50.017,0.100000000000001,90,90,2,89,0,12.6264438623113,-34.495962545898,6.63861422367518E-05,4.409784745E-05,0.001940279342,
50.018,0.100999999999999,90,90,2,89,0,12.6264855908687,-34.5533297812878,6.49454785559556E-05,4.38966077E-05,0.000808463771,
50.019,0.101999999999997,90,90,2,89,0,12.6265274360316,-34.612602614032,6.34983487088903E-05,4.251544273E-05,-0.000241763774,
50.02,0.103000000000002,90,90,2,89,0,12.6265639641707,-34.5866767909367,6.22344882543757E-05,4.021507411E-05,-0.001302948499,
50.021,0.103999999999999,90,90,2,89,0,12.6265893714145,-34.5207161066376,6.13565740650301E-05,3.478697765E-05,-0.002962925877,
50.022,0.104999999999997,90,90,2,89,0,12.6266015275225,-34.4500392487091,6.09373660864776E-05,2.476817165E-05,-0.00586699097,
50.023,0.106000000000002,90,90,2,89,0,12.6266059271756,-34.4499376508085,6.07857980838844E-05,1.380451227E-05,-0.008925049152,
50.024,0.106999999999999,90,90,2,89,0,12.6266103664712,-34.4149424553844,6.06329423078478E-05,6.73848232E-06,-0.009510914537,
50.025,0.107999999999997,90,90,2,89,0,12.6266215730514,-34.419147597905,6.02472449315883E-05,6.45758823E-06,-0.006199778021,
50.026,0.109000000000002,90,90,2,89,0,12.6266497256953,-34.4693629625307,5.92775480754426E-05,1.426021393E-05,0.000108621089,
50.027,0.109999999999999,90,90,2,89,0,12.6266910316534,-34.4464636370736,5.78542309597196E-05,2.701481905E-05,0.006863163589,
50.028,0.110999999999997,90,90,2,89,0,12.6267313647438,-34.438754242482,5.64650541008405E-05,3.706810353E-05,0.010458615102,
50.029,0.112000000000002,90,90,2,89,0,12.6267664973536,-34.4828668377886,5.52543558853813E-05,3.906480653E-05,0.008446706228,
50.03,0.113,90,90,2,89,0,12.6267958261768,-34.6065808127939,5.42411997912495E-05,3.4951618E-05,0.002580709985,
50.031,0.113999999999997,90,90,2,89,0,12.6268177672943,-34.6383237550852,5.34815444979131E-05,2.885364747E-05,-0.002875655671,
50.032,0.115000000000002,90,90,2,89,0,12.6268314829616,-34.5684546483726,5.3006935928579E-05,2.168979415E-05,-0.005822300767,
50.033,0.116,90,90,2,89,0,12.6268427682195,-34.4920422098187,5.2617253174958E-05,1.545417954E-05,-0.00656561687,
50.034,0.116999999999997,90,90,2,89,0,12.6268685437533,-34.4465129953398,5.17287891454998E-05,1.636146349E-05,-0.004371216655,
50.035,0.118000000000002,90,90,2,89,0,12.6269174027642,-34.3916770614393,5.00471062139241E-05,2.835349416E-05,0.002089838398,
50.036,0.119,90,90,2,89,0,12.6269795489321,-34.3828969713982,4.79100681047839E-05,4.592011487E-05,0.010338983666,
50.037,0.119999999999997,90,90,2,89,0,12.6270333663083,-34.3086723044196,4.60616680868498E-05,5.566138329E-05,0.013546638011,
50.038,0.121000000000002,90,90,2,89,0,12.627065342409,-34.3249941426166,4.49643495699092E-05,4.976363106E-05,0.007397167912,
50.039,0.122,90,90,2,89,0,12.6270800797201,-34.4147422170472,4.44578301284082E-05,3.335684647E-05,-0.004358755743,
50.04,0.122999999999998,90,90,2,89,0,12.6270847343926,-34.4648459981548,4.42975241696786E-05,1.68841564E-05,-0.013273846526,
50.041,0.124000000000002,90,90,2,89,0,12.6270847139295,-34.5659965610221,4.42982304633688E-05,6.2769234E-06,-0.014693281305,
50.042,0.125,90,90,2,89,0,12.6270834078656,-34.7261294734393,4.43434804395793E-05,9.9639734E-07,-0.010768858039,
50.043,0.125999999999998,90,90,2,89.25,0,12.6270809209076,-34.8602333428859,4.44300096233974E-05,-1.27465189E-06,-0.005975695093,
50.044,0.127000000000002,90,90,2,89.25,0,12.6270830231094,-34.876583104029,4.43567091963359E-05,-7.5594183E-07,-0.002336964492,
50.045,0.128,90,90,2,89.25,0,12.6271004398538,-34.8569038909272,4.37494440319597E-05,5.31981664E-06,0.001348896796,
50.046,0.128999999999998,90,90,2,89.25,0,12.6271354403187,-34.8790317578798,4.25290489545205E-05,1.809749777E-05,0.006419220745,
50.047,0.130000000000003,90,90,2,89.25,0,12.6271849665495,-34.9026276820741,4.0801037670235E-05,3.408307852E-05,0.011729474218,
50.048,0.131,90,90,2,89.25,0,12.6272433024737,-34.8705223068971,3.87658970737448E-05,4.781140905E-05,0.014346035798,
50.049,0.131999999999998,90,90,2,89.25,0,12.6273041454134,-34.8123931107826,3.66460403711244E-05,5.644512083E-05,0.012877119971,
50.05,0.133000000000003,90,90,2,89.25,0,12.62735951733,-34.7905169294724,3.47190171083867E-05,5.844952812E-05,0.008173306058,
50.051,0.134,90,90,2,89.25,0,12.6274150007955,-34.7868622886903,3.27888200502002E-05,5.70466882E-05,0.002971024474,
50.052,0.134999999999998,90,90,2,89.25,0,12.6274836380573,-34.7444597192734,3.04026002737601E-05,5.939613972E-05,0.000745021675,
50.053,0.136000000000003,90,90,2,89.25,0,12.6275681632296,-34.6698337970693,2.74689727177702E-05,6.945749606E-05,0.003537335534,
50.054,0.137,90,90,2,89.25,0,12.6276619193447,-34.6755474470896,2.4218195946446E-05,8.252808199E-05,0.008650553771,
50.055,0.137999999999998,90,90,2,89.25,0,12.6277547455928,-34.6958139866208,2.09984543459996E-05,9.070787216E-05,0.010700578325,
50.056,0.139000000000003,90,90,2,89.25,0,12.6278320702182,-34.5533647484025,1.83211209474621E-05,8.845472139E-05,0.006517146616,
50.057,0.140000000000001,90,90,2,89.25,0,12.6278855398657,-34.4943931108186,1.64751413080921E-05,7.481861884E-05,-0.002538154022,
50.058,0.140999999999998,90,90,2,89.25,0,12.627925673638,-34.5386903729702,1.50898622734985E-05,5.662537831E-05,-0.01158835841,
50.059,0.141999999999996,90,90,2,89.25,0,12.6279628106631,-34.6367646771462,1.38053769660473E-05,4.32355107E-05,-0.01538508726,
50.06,0.143000000000001,90,90,2,89.25,0,12.6280002004597,-34.7399410738719,1.25083865043507E-05,3.811188071E-05,-0.0123510082,
50.061,0.143999999999998,90,90,2,89.25,0,12.628038429897,-34.8715046062321,1.11777833069482E-05,3.756585736E-05,-0.006230219284,
50.062,0.144999999999996,90,90,2,89.25,0,12.6280822843014,-35.0055900697435,9.64557412430622E-06,3.966503522E-05,-0.001125744979,
50.063,0.146000000000001,90,90,2,89.25,0,12.6281392099521,-34.992067766355,7.6532430171028E-06,4.608828816E-05,0.002602840021,
50.064,0.146999999999998,90,90,2,89.25,0,12.6282095163489,-34.8050306180879,5.19965176692949E-06,5.701850064E-05,0.006478118278,
50.065,0.147999999999996,90,90,2,89.25,0,12.628285178179,-34.5905408669904,2.57435380035531E-06,6.789880296E-05,0.00956315157,
50.066,0.149000000000001,90,90,2,89.25,0,12.6283643517847,-34.5770866542345,-1.63771431971327E-07,7.510873279E-05,0.009794163621,
50.067,0.149999999999999,90,90,2,89.25,0,12.6284542188722,-34.7317578508201,-3.27806343136672E-06,8.132811756E-05,0.008013878059,
50.068,0.150999999999996,90,90,2,89.25,0,12.6285583526271,-34.8526112773965,-6.90110425694002E-06,9.093904318E-05,0.007534010543,
50.069,0.152000000000001,90,90,2,89.25,0,12.628672475153,-34.8260912304493,-1.08770590259155E-05,0.00010285038598,0.009283588519,
50.07,0.152999999999999,90,90,2,89.25,0,12.6287837582669,-34.7384680627196,-1.47477394136786E-05,0.000110274071,0.009874920312,
50.071,0.153999999999996,90,90,2,89.25,0,12.6288802134389,-34.6829887032408,-1.80957686950478E-05,0.00010768655493,0.005766622027,
50.072,0.155000000000001,90,90,2,89.25,0,12.6289558246002,-34.6835021474557,-2.07182091571667E-05,9.465035136E-05,-0.002718761993,
50.073,0.155999999999999,90,90,2,89.25,0,12.6290109817999,-34.658429591516,-2.26305625403711E-05,7.572817603E-05,-0.011667388848,
50.074,0.156999999999996,90,90,2,89.25,0,12.6290527900636,-34.6490398312337,-2.4079375023689E-05,5.728870738E-05,-0.017011571798,
50.075,0.158000000000001,90,90,2,89.25,0,12.6290919860355,-34.6520520255734,-2.54375368484716E-05,4.502925696E-05,-0.016730275185,
50.076,0.158999999999999,90,90,2,89.25,0,12.6291311955856,-34.6886090850401,-2.67969449083694E-05,3.99837329E-05,-0.011949277981,
50.077,0.159999999999997,90,90,2,89.25,0,12.6291696205787,-34.6274778839768,-2.81286799861391E-05,3.897010954E-05,-0.006000131758,
50.078,0.161000000000001,90,90,2,89.25,0,12.6292039406397,-34.5589477957208,-2.93159211679495E-05,3.742888057E-05,-0.002381475253,
50.079,0.161999999999999,90,90,2,89.25,0,12.6292331900435,-34.5138350284249,-3.03260900267333E-05,3.403034347E-05,-0.001940139726,
50.08,0.162999999999997,90,90,2,89.25,0,12.6292593267295,-34.5111403561487,-3.12281320731245E-05,2.983678562E-05,-0.003079850886,
50.081,0.164000000000001,90,90,2,89.25,0,12.6292874851409,-34.6357315197732,-3.22016651068679E-05,2.767701896E-05,-0.003344914268,
50.082,0.164999999999999,90,90,2,89.25,0,12.6293230713528,-34.6826509586166,-3.34350544335393E-05,2.978023393E-05,-0.001491009528,
50.083,0.165999999999997,90,90,2,89.25,0,12.6293701144088,-34.6164944200469,-3.50650762186433E-05,3.679492498E-05,0.002297763305,
50.084,0.167000000000002,90,90,2,89.25,0,12.6294333706449,-34.555961807984,-3.72528708254549E-05,4.84699568E-05,0.006939350457,
50.085,0.167999999999999,90,90,2,89.25,0,12.6295076009229,-34.6986058966136,-3.98232637337514E-05,6.168449464E-05,0.010738781395,
50.086,0.168999999999997,90,90,2,89.25,0,12.6295771246838,-34.9991480547335,-4.22460887250509E-05,6.95261103E-05,0.01114080938,
50.087,0.170000000000002,90,90,2,89.25,0,12.6296315390438,-35.1050639758389,-4.41534266428789E-05,6.640289576E-05,0.006164043254,
50.088,0.170999999999999,90,90,2,89.25,0,12.6296744370798,-35.0391880856647,-4.5657951972089E-05,5.549228307E-05,-0.002169984925,
50.089,0.171999999999997,90,90,2,89.25,0,12.6297125028533,-34.9133298776586,-4.69893503236563E-05,4.490325445E-05,-0.008477918024,
50.09,0.173000000000002,90,90,2,89.25,0,12.629745172515,-34.8718378973438,-4.8129279235809E-05,3.789661871E-05,-0.009610785977,
50.091,0.173999999999999,90,90,2,89.25,0,12.6297711554144,-34.8490648438394,-4.90350548432161E-05,3.228246655E-05,-0.00766360853,
50.092,0.174999999999997,90,90,2,89.25,0,12.6297996279586,-34.9035691915269,-5.00280723230162E-05,2.873582153E-05,-0.005411645092,
50.093,0.176000000000002,90,90,2,89.25,0,12.6298476638574,-34.9572516307385,-5.17059859816982E-05,3.359465714E-05,-0.001645252973,
50.094,0.177,90,90,2,89.25,0,12.629922019628,-34.9590114370684,-5.4305324795223E-05,5.006285396E-05,0.005819999784,
50.095,0.177999999999997,90,90,2,89.25,0,12.6300126300374,-34.9996562371124,-5.74748165576011E-05,7.13362007E-05,0.014426933433,
50.096,0.179000000000002,90,90,2,89.25,0,12.6301027010683,-35.0360015387351,-6.06289084998934E-05,8.557220421E-05,0.017720598795,
50.097,0.18,90,90,2,89.25,0,12.6301827064478,-35.0585260601431,-6.34328781359272E-05,8.721314903E-05,0.012568688872,
50.098,0.180999999999997,90,90,2,89.25,0,12.6302541143434,-35.0379669289755,-6.59355996646127E-05,8.044582975E-05,0.002896983197,
50.099,0.182000000000002,90,90,2,89.25,0,12.6303225072547,-35.0322049489183,-6.83317511942505E-05,7.308264548E-05,-0.004423599547,
50.1,0.183,90,90,2,89.25,0,12.6303930765649,-35.038165477785,-7.08041600461229E-05,6.995032626E-05,-0.005915165258,
50.101,0.183999999999997,90,90,2,89.25,0,12.6304686074693,-35.0234616563943,-7.34500690811046E-05,7.140486879E-05,-0.00302552021,
50.102,0.185000000000002,90,90,2,89.25,0,12.6305508291556,-35.0287365287864,-7.63299740071943E-05,7.604966071E-05,0.001035558822,
50.103,0.186,90,90,2,89.25,0,12.6306439209436,-35.0494710220894,-7.95918268323703E-05,8.347548224E-05,0.004522025986,
50.104,0.186999999999998,90,90,2,89.25,0,12.6307430535671,-35.0126999994426,-8.30645502389871E-05,9.164300814E-05,0.006814023958,
50.105,0.188000000000002,90,90,2,89.25,0,12.6308257568827,-34.9044183174137,-8.59557389958354E-05,9.239158048E-05,0.005719328521,
50.106,0.189,90,90,2,89.25,0,12.6308524770725,-34.7877504484272,-8.68868329888528E-05,7.083717023E-05,-0.003716636369,
50.107,0.189999999999998,90,90,2,89.25,0,12.630783898689,-34.7058156400751,-8.45039547812121E-05,1.492555555E-05,-0.025170676802,
50.108,0.191000000000003,90,90,2,89.25,0,12.6305945278591,-34.670534446622,-7.79350262831713E-05,-7.622654543E-05,-0.056176599241,
50.109,0.192,90,90,2,89.25,0,12.6302380314739,-34.5149342181538,-6.56028415448873E-05,-0.00020327076257,-0.091347589938,
50.11,0.192999999999998,90,90,2,89.25,0,12.629592937182,-34.1653910723126,-4.34501986461555E-05,-0.00039293809062,-0.135063515565,
50.111,0.194000000000003,90,90,2,89.25,0,12.6284685123411,-33.6564709425858,-5.319905440615E-06,-0.00070231408459,-0.206792994553,
50.112,0.195,90,90,2,89.25,0,12.6266272264706,-33.1013679678153,5.61402273291378E-05,-0.00119568398508,-0.32866156615,
50.113,0.195999999999998,90,90,2,89.25,0,12.623795094624,-32.4918916204457,0.000149024607026149,-0.00192348135445,-0.508499969198,
50.114,0.197000000000003,90,90,2,89.25,0,12.6196746235992,-31.7747626305961,0.000281429050374982,-0.00292137980723,-0.738499453729,
50.115,0.198,90,90,2,89.25,0,12.6139343514295,-30.9536039904742,0.000461467998960075,-0.00421990961481,-1.007057534197,
50.116,0.198999999999998,90,90,2,89.25,0,12.6062065942726,-30.2662184492457,0.000698013959464561,-0.00585057732239,-1.30798177114,
50.117,0.200000000000003,90,90,2,89.25,0,12.5961126854561,-29.698131132875,0.00100065129792881,-0.00784135715862,-1.639059976175,
50.118,0.201000000000001,90,90,2,89.25,0,12.5832548926905,-29.1213466548383,0.00137879562591081,-0.01021322850335,-1.997073650185,
50.119,0.201999999999998,90,90,2,89.25,0,12.5672144740241,-28.5344814234434,0.00184120743638516,-0.01298341535111,-2.377038543089,
50.12,0.203000000000003,90,90,2,89.25,0,12.5475585910861,-28.0518762409247,0.00239733484745841,-0.01617027017764,-2.775692590482,
50.121,0.204000000000001,90,90,2,89.25,0,12.5238433345511,-27.7421796618639,0.00305892002188557,-0.01978905573562,-3.191433652334,
50.122,0.204999999999998,90,90,2,89.25,0,12.4956300755649,-27.592074251557,0.00383949984012588,-0.02384684519126,-3.620907507843,
50.123,0.205999999999996,90,90,2,89.25,0,12.4624905290983,-27.4673372680395,0.00475182180336731,-0.02834174449496,-4.05722124076,
50.124,0.207000000000001,90,90,2,89.25,0,12.4240008384023,-27.5697064320794,0.00581100119778455,-0.0332667034913,-4.492784257074,
50.125,0.207999999999998,90,90,2,89.25,0,12.3797420764585,-27.9039844378978,0.00703859963697084,-0.03861536880152,-4.923052982712,
50.126,0.208999999999996,90,90,2,89.25,0,12.3293070738381,-28.4119247944883,0.00845874615181685,-0.04438091277244,-5.346617014266,
50.127,0.210000000000001,90,90,2,89.25,0,12.2723062578049,-29.2215947455688,0.0101013249741442,-0.05055187444126,-5.76210568208,
50.128,0.210999999999999,90,90,2,89.25,0,12.2083747731253,-30.2889989871988,0.0120036252798883,-0.05711027260328,-6.16556730741,
50.129,0.211999999999996,90,90,2,89.25,0,12.1371743917168,-31.6884941842219,0.0142100358561663,-0.06403295310435,-6.551451915775,
50.13,0.213000000000001,90,90,2,89.25,0,12.0583968436384,-33.437269527914,0.0167752598471509,-0.0712928623908,-6.914564434969,
50.131,0.213999999999999,90,90,2,89.25,0,11.9717454913173,-35.3778441374219,0.019756721176762,-0.07886653935024,-7.252870952733,
50.132,0.214999999999996,90,90,2,89.25,0,11.8768971232344,-37.2282546126007,0.0232000061664195,-0.08674831577683,-7.571976497688,
50.133,0.216000000000001,90,90,2,89.25,0,11.7734992256793,-39.2141913463318,0.0271520002644792,-0.09495412219602,-7.886555584225,
50.134,0.216999999999999,90,90,2,89.25,0,11.6611796515716,-41.4733100655917,0.0316833931616856,-0.10350954167922,-8.213481340613,
50.135,0.217999999999996,90,90,2,89.25,0,11.5395677476328,-44.0449444726763,0.0368834120396428,-0.11243077009125,-8.560278242646,
50.136,0.219000000000001,90,90,2,89.25,0,11.4083241480813,-46.9173518910479,0.0428525216387641,-0.12171371367328,-8.920000284381,
50.137,0.219999999999999,90,90,2,89.25,0,11.2671278606465,-49.9783811778593,0.0496931805275693,-0.13133989723268,-9.277401024241,
50.138,0.220999999999997,90,90,2,89.25,0,11.1156883209181,-53.3731362043482,0.0575189336388604,-0.14128345675789,-9.618424355932,
50.139,0.222000000000001,90,90,2,89.25,0,10.9537356763399,-57.1037573034187,0.066464946173042,-0.15152049549526,-9.936390499115,
50.14,0.222999999999999,90,90,2,89.25,0,10.7810090139605,-61.2223903834647,0.0766839864541282,-0.16203091846362,-10.231010243019,
50.141,0.223999999999997,90,90,2,89.25,0,10.597292241826,-65.7646872911976,0.0883488144607156,-0.17279148996557,-10.50345225914,
50.142,0.225000000000001,90,90,2,89.25,0,10.4024239334307,-70.6338841700508,0.101638693904818,-0.18376520008621,-10.74946852748,
50.143,0.225999999999999,90,90,2,89.25,0,10.1962632843132,-75.9141153019924,0.116744909253825,-0.19491054973372,-10.961260393094,
50.144,0.226999999999997,90,90,2,89.25,0,9.97868564571541,-81.6775463294628,0.133889120054064,-0.206198043744927,-11.1365010985581,
50.145,0.228000000000002,90,90,2,89.25,0,9.74961911117664,-88.0481803470036,0.153328362069985,-0.217599210535997,-11.2789525360568,
50.146,0.228999999999999,90,90,2,89.25,0,9.50906937423758,-94.9147372766525,0.175334202921974,-0.229064826476563,-11.3863997019599,
50.147,0.229999999999997,90,90,2,89.25,0,9.25711070853026,-102.262874628022,0.200174506923403,-0.240527454849451,-11.4453849254138,
50.148,0.231000000000002,90,90,2,89.25,0,8.99386740965005,-110.014699350977,0.228114831349657,-0.251921377028709,-11.4429127851024,
50.149,0.231999999999999,90,90,2,89.25,0,8.71949555590159,-118.177159088712,0.259419542954859,-0.263196475388818,-11.3788868916023,
50.15,0.232999999999997,90,90,2,89.25,0,8.43418399840986,-126.766457130895,0.294362165275501,-0.274315198410966,-11.2638329044654,
50.151,0.234000000000002,90,90,2,89.25,0,8.13812680861752,-135.40522646274,0.333171071219425,-0.285253336058932,-11.1114600112817,
50.152,0.234999999999999,90,90,2,89.25,0,7.83142513995271,-143.341758794294,0.375917153976232,-0.296026843763898,-10.9429242773206,
50.153,0.235999999999997,90,90,2,89.25,0,7.51404785220877,-151.86311932683,0.422762815749664,-0.306711010726808,-10.7960944652492,
50.154,0.237000000000002,90,90,2,89.25,0,7.18585811887047,-161.413932034034,0.474169971723228,-0.317418335698509,-10.7179165881641,
50.155,0.238,90,90,2,89.25,0,6.84664756024472,-171.143107234523,0.530573401255836,-0.328252247246227,-10.7383535418688,
50.156,0.238999999999997,90,90,2,89.25,0,6.49628607364481,-182.127676448342,0.592459639727565,-0.339249589431763,-10.8449647662583,
50.157,0.240000000000002,90,90,2,89.25,0,6.1348467687678,-193.96592223618,0.660427144166178,-0.350339553690792,-10.9760996162385,
50.158,0.241,90,90,2,89.25,0,5.76259607009421,-207.711609179892,0.73518951502173,-0.361359377532854,-11.041135511891,
50.159,0.241999999999997,90,90,2,89.25,0,5.37997020904381,-220.564372471142,0.81712424814495,-0.372119829247659,-10.963054328975,
50.16,0.243000000000002,90,90,2,89.25,0,4.98749363055572,-232.10278817916,0.905954877347924,-0.382468527568664,-10.7147373348421,
50.161,0.244,90,90,2,89.25,0,4.58575132633686,-244.030794824091,1.00159637872378,-0.392301080976014,-10.3173808650485,
50.162,0.244999999999997,90,90,2,89.25,0,4.17534933837329,-258.117808622767,1.10463777127764,-0.401560491623042,-9.8154540533499,
50.163,0.246000000000002,90,90,2,89.25,0,3.75690454656275,-273.379059424153,1.21583881942657,-0.410216923994248,-9.250459992378,
50.164,0.247,90,90,2,89.25,0,3.33112210341253,-288.952450790646,1.33555426156637,-0.418233246058353,-8.6452927618223,
50.165,0.247999999999998,90,90,2,89.25,0,2.89875718136816,-304.285364173695,1.46380187237679,-0.425555891416561,-8.0002521444662,
50.166,0.249000000000002,90,90,2,89.25,0,2.46052201883217,-319.267800529283,1.60043333361851,-0.432151250523611,-7.3125624946297,
50.167,0.25,90,90,2,89.25,0,2.01713003905348,-336.150472284151,1.74573693640146,-0.438021135561314,-6.5959027615933,
50.168,0.250999999999998,90,90,2,89.5,0,1.56926794775973,-353.588593363365,1.9001909265954,-0.443185968060398,-5.8760114969214,
