phase,displacement_m,measured_force_n,simulated_force_n
5.779999999999999583e-01,1.641060777426947906e-02,1.624951765273851152e+03,1.589225712889142642e+03
5.799999999999999600e-01,1.626961531348750101e-02,1.598423687346458109e+03,1.565375561521959526e+03
5.819999999999999618e-01,1.612530381996451004e-02,1.571965000684042707e+03,1.541552270506334025e+03
5.839999999999999636e-01,1.597789146910898878e-02,1.545700397953399943e+03,1.518152456053235710e+03
5.859999999999999654e-01,1.582753831161638758e-02,1.519795592957363169e+03,1.494964951170432414e+03
5.879999999999999671e-01,1.567433837999636717e-02,1.493968188161342141e+03,1.471774248045418062e+03
5.899999999999999689e-01,1.551839342280044928e-02,1.468104410233034514e+03,1.448595751951686225e+03
5.919999999999999707e-01,1.535988166451633143e-02,1.442261850889768311e+03,1.425713276365759839e+03
5.939999999999999725e-01,1.519906661356321999e-02,1.416657620460957105e+03,1.403032197264205706e+03
5.959999999999999742e-01,1.503622754702248730e-02,1.391496987900861541e+03,1.380507153318903420e+03
5.979999999999999760e-01,1.487155620825412507e-02,1.366860546446499711e+03,1.358152929686087873e+03
5.999999999999999778e-01,1.470511850383872735e-02,1.342634489714096389e+03,1.335812255857979380e+03
6.019999999999999796e-01,1.453690906486723028e-02,1.318645577626701652e+03,1.313735268553305332e+03
6.039999999999999813e-01,1.436686913208492372e-02,1.295016405720665261e+03,1.291757041014248671e+03
6.059999999999999831e-01,1.419492514591787387e-02,1.271631328067064032e+03,1.269914887693934816e+03
6.079999999999999849e-01,1.402103088422232934e-02,1.248395706622559373e+03,1.248296503904903602e+03
6.099999999999999867e-01,1.384518759400646740e-02,1.225391412273261039e+03,1.227032958983039180e+03
6.119999999999999885e-01,1.366738729693980567e-02,1.202662495813491432e+03,1.206075361326807524e+03
6.139999999999999902e-01,1.348757980360707105e-02,1.180275111484565741e+03,1.185332070311193320e+03
6.159999999999999920e-01,1.330570069336224626e-02,1.158130335546493598e+03,1.164779047850261804e+03
6.179999999999999938e-01,1.312167280529283678e-02,1.136277573164932619e+03,1.144279404295575659e+03
6.199999999999999956e-01,1.293537876410936170e-02,1.114318082879420672e+03,1.123840893553390060e+03
6.219999999999999973e-01,1.274666262080069619e-02,1.092340370403773477e+03,1.103504291990913543e+03
6.239999999999999991e-01,1.255537976638186615e-02,1.070834356540804265e+03,1.083521040037787770e+03
6.260000000000000009e-01,1.236144023180549452e-02,1.049414787571155330e+03,1.063451274412782823e+03
6.280000000000000027e-01,1.216477866266209296e-02,1.027852250108612907e+03,1.043171152342459436e+03
6.300000000000000044e-01,1.196531479916443722e-02,1.006142367030118180e+03,1.022401733397099861e+03
6.320000000000000062e-01,1.176300549500218159e-02,9.842347815785348075e+02,1.001050830076746934e+03
6.340000000000000080e-01,1.155789771418954184e-02,9.622237300079924580e+02,9.789252343735780642e+02
6.360000000000000098e-01,1.135008679993832273e-02,9.402079361213126276e+02,9.564486059555867996e+02
6.380000000000000115e-01,1.113966717018872142e-02,9.182749943849299825e+02,9.338108691391711318e+02
6.400000000000000133e-01,1.092674986499754357e-02,8.963215777212664079e+02,9.109192871078968210e+02
6.420000000000000151e-01,1.071147141551890940e-02,8.743690638022738995e+02,8.876984155258169267e+02
6.440000000000000169e-01,1.049398526241361075e-02,8.526026973587036082e+02,8.636468212874766550e+02
6.460000000000000187e-01,1.027447422579244422e-02,8.309961696554195214e+02,8.387047338850834421e+02
6.480000000000000204e-01,1.005313895662624663e-02,8.093766757033448584e+02,8.130488793928487894e+02
6.500000000000000222e-01,9.830173112121530152e-03,7.878165078309611999e+02,7.868992919904601422e+02
6.520000000000000240e-01,9.605714639251245260e-03,7.664904603729283963e+02,7.600696484357704321e+02
6.540000000000000258e-01,9.379854553986989932e-03,7.452794039670485517e+02,7.329941601545008325e+02
6.560000000000000275e-01,9.152702313162078274e-03,7.241132632286090711e+02,7.059313159162323927e+02
6.580000000000000293e-01,8.924376672832993670e-03,7.030248815198403918e+02,6.791162011701436541e+02
6.600000000000000311e-01,8.694999748440635987e-03,6.819298287356856463e+02,6.523037841779529344e+02
6.620000000000000329e-01,8.464714195284018042e-03,6.607618618912285910e+02,6.256541210920313461e+02
6.640000000000000346e-01,8.233685585175195762e-03,6.395195396368585534e+02,5.991385205060820454e+02
6.660000000000000364e-01,8.002099399226652102e-03,6.182692333499015831e+02,5.726950341779973996e+02
6.680000000000000382e-01,7.770158395018148499e-03,5.971532824667376644e+02,5.466477319318651098e+02
6.700000000000000400e-01,7.538086443879642509e-03,5.763161695978398029e+02,5.201190063459536077e+02
6.720000000000000417e-01,7.306128934861563437e-03,5.555025303790145017e+02,4.937424841291499433e+02
6.740000000000000435e-01,7.074528414923889584e-03,5.345605745828314639e+02,4.674745788557210062e+02
6.760000000000000453e-01,6.843544113059744742e-03,5.135492402546808535e+02,4.421089929183194727e+02
6.780000000000000471e-01,6.613474775221062953e-03,4.925625339452322464e+02,4.182636230453522330e+02
6.800000000000000488e-01,6.384627885142156976e-03,4.715488433652250251e+02,3.941904296859294732e+02
6.820000000000000506e-01,6.157293005403016023e-03,4.505478889873903086e+02,3.705917199692214012e+02
6.840000000000000524e-01,5.931742796767117826e-03,4.295947307253937879e+02,3.484475659165348134e+02
6.860000000000000542e-01,5.708266940782472793e-03,4.086149151944144364e+02,3.272891870103393899e+02
6.880000000000000560e-01,5.487204291253437900e-03,3.876026972601047760e+02,3.066650707994532468e+02
6.900000000000000577e-01,5.268949302789743133e-03,3.666993651356480655e+02,2.866981079088957358e+02
6.920000000000000595e-01,5.053904650584512166e-03,3.460436118478688172e+02,2.682095190418109496e+02
6.940000000000000613e-01,4.842501794159753507e-03,3.255585320197762371e+02,2.504224786365032287e+02
6.960000000000000631e-01,4.635245209000497975e-03,3.052486662549132461e+02,2.328580133046039009e+02
6.980000000000000648e-01,4.432659331821155006e-03,2.853583714557680082e+02,2.171879541005850172e+02
7.000000000000000666e-01,4.235225611020443023e-03,2.660295680197514230e+02,2.025145721426766272e+02
7.020000000000000684e-01,4.043324694168314026e-03,2.472553196623589997e+02,1.892860406485501414e+02
7.039999999999999591e-01,3.857221861965882438e-03,2.291180564658049548e+02,1.766799847404023751e+02
7.059999999999999609e-01,3.677112284354315010e-03,2.117504931265153800e+02,1.652694360344171685e+02
7.079999999999999627e-01,3.503181426784940898e-03,1.951273007207913679e+02,1.542247595207524569e+02
7.099999999999999645e-01,3.335601942565552622e-03,1.790742466689886214e+02,1.436027923577236436e+02
7.119999999999999662e-01,3.174520423226938858e-03,1.638328391936245794e+02,1.340786663812513382e+02
7.139999999999999680e-01,3.020059788930264718e-03,1.497336499559705203e+02,1.257808914179205999e+02
7.159999999999999698e-01,2.872318168935835379e-03,1.365738666082976920e+02,1.177617080683286019e+02
7.179999999999999716e-01,2.731358212198583060e-03,1.245435325912196021e+02,1.103002835078257817e+02
7.199999999999999734e-01,2.597174884122398393e-03,1.137922995687497547e+02,1.030325561518673254e+02
7.219999999999999751e-01,2.469685913821068404e-03,1.041225457526862357e+02,9.577288177439189099e+01
7.239999999999999769e-01,2.348744441421266559e-03,9.533627693475088449e+01,8.826078918415075236e+01
7.259999999999999787e-01,2.234177634285855561e-03,8.739467590725502077e+01,8.216479797324157630e+01
7.279999999999999805e-01,2.125806187595486937e-03,8.021711448843329606e+01,7.656966705284872887e+01
7.299999999999999822e-01,2.023428801398882877e-03,7.375280084980430217e+01,7.111893157923040576e+01
7.319999999999999840e-01,1.926805058421316146e-03,6.805853763003082690e+01,6.612560974089299748e+01
7.339999999999999858e-01,1.835665076363359426e-03,6.285595708879016286e+01,6.145805496185174377e+01
7.359999999999999876e-01,1.749760310414615614e-03,5.798907991200275092e+01,5.720777099582134184e+01
7.379999999999999893e-01,1.668878652355708456e-03,5.354714976005298865e+01,5.330934616063798615e+01
7.399999999999999911e-01,1.592823135401956946e-03,4.963237437440348288e+01,4.979477539040189527e+01
7.419999999999999929e-01,1.521412578256750190e-03,4.621634521713774291e+01,4.645494293191891444e+01
7.439999999999999947e-01,1.454460755921700970e-03,4.312108972070714685e+01,4.341684127789122982e+01
7.459999999999999964e-01,1.391746718204098753e-03,4.044861894316773032e+01,4.070955612165484894e+01
7.479999999999999982e-01,1.333019779940176203e-03,3.812619516644960527e+01,3.820791763290958443e+01
7.500000000000000000e-01,1.278028316133618262e-03,3.602572623080021685e+01,3.603636550889554968e+01
7.520000000000000018e-01,1.226548613347873623e-03,3.410116977998411869e+01,3.400837493882983864e+01
7.540000000000000036e-01,1.178394555643618282e-03,3.242555217307473470e+01,3.209118293749303064e+01
7.560000000000000053e-01,1.133401070742492403e-03,3.093401241754407849e+01,3.034794967639837893e+01
7.580000000000000071e-01,1.091398198038859334e-03,2.965769770689696472e+01,2.873301132191478757e+01
7.600000000000000089e-01,1.052196034043564443e-03,2.841771106269153435e+01,2.722410659780379660e+01
7.620000000000000107e-01,1.015601865060262229e-03,2.724838765996240753e+01,2.591782234183492051e+01
7.640000000000000124e-01,9.814363437516226800e-04,2.621368136632338164e+01,2.472281181327709731e+01
7.660000000000000142e-01,9.495275224180086239e-04,2.533050049155721339e+01,2.364459327690986612e+01
7.680000000000000160e-01,9.197099675651415054e-04,2.454339998472029194e+01,2.271600524896786766e+01
7.700000000000000178e-01,8.918320694048543227e-04,2.378839231427447132e+01,2.191099815363513059e+01
7.720000000000000195e-01,8.657636780935415747e-04,2.313346187485003824e+01,2.115263900751957493e+01
7.740000000000000213e-01,8.413886080425965128e-04,2.267303671486012107e+01,2.044069404597842876e+01
7.760000000000000231e-01,8.186021694591487331e-04,2.229010374847243625e+01,1.982008918757981419e+01
7.780000000000000249e-01,7.973099785354533561e-04,2.190094805127136723e+01,1.924644958492382329e+01
7.800000000000000266e-01,7.774272732108112021e-04,2.151400202674286888e+01,1.874112167355005809e+01
7.820000000000000284e-01,7.588592782056910891e-04,2.126871720604578897e+01,1.829710914608856598e+01
7.840000000000000302e-01,7.414981012634944916e-04,2.105917852483404928e+01,1.787053375241290354e+01
7.860000000000000320e-01,7.252321690613859010e-04,2.080362720576210833e+01,1.746893630978768641e+01
7.880000000000000338e-01,7.099600135893066946e-04,2.050277991896013319e+01,1.709754653928235868e+01
7.900000000000000355e-01,6.955959802816553527e-04,2.018838315648098458e+01,1.675523605344449152e+01
7.920000000000000373e-01,6.820828544083421246e-04,1.994905606644035245e+01,1.643928062436933857e+01
7.940000000000000391e-01,6.693635980147365477e-04,1.973909612045203588e+01,1.615118698118271467e+01
7.960000000000000409e-01,6.573790596147861256e-04,1.958218125004514931e+01,1.588624515531755677e+01
7.980000000000000426e-01,6.460716796068668912e-04,1.941535890157306810e+01,1.563970348356534146e+01
8.000000000000000444e-01,6.353839711018452029e-04,1.928042115873789797e+01,1.540230178831458652e+01
8.020000000000000462e-01,6.252886996397517263e-04,1.920335783187096368e+01,1.517300376890486469e+01
8.040000000000000480e-01,6.157685922606348939e-04,1.912522499860537906e+01,1.495731258390864760e+01
8.060000000000000497e-01,6.067891488569982818e-04,1.899148708159304633e+01,1.475903606413453062e+01
8.080000000000000515e-01,5.983062254365969623e-04,1.883953160028204010e+01,1.457655712126457637e+01
8.100000000000000533e-01,5.902679566895532122e-04,1.880737146086097411e+01,1.440821857451264876e+01
8.120000000000000551e-01,5.826088834126040041e-04,1.876937918070420253e+01,1.425175102232841162e+01
8.140000000000000568e-01,5.752780077942216790e-04,1.867919806401792115e+01,1.410557537077885648e+01
8.160000000000000586e-01,5.682582212078622283e-04,1.858411975495534207e+01,1.396896739958813782e+01
8.180000000000000604e-01,5.615322648724434262e-04,1.853384996489110037e+01,1.384122291564100138e+01
8.200000000000000622e-01,5.550601166063021032e-04,1.844405907635259112e+01,1.372119960784121240e+01
8.220000000000000639e-01,5.488164909491711129e-04,1.828368046622115273e+01,1.360801948546625262e+01
8.240000000000000657e-01,5.428121190940891298e-04,1.817344159592736830e+01,1.350191596984183207e+01
8.260000000000000675e-01,5.370705689472175240e-04,1.805269450607060477e+01,1.340397285460746701e+01
8.280000000000000693e-01,5.315923047867703683e-04,1.785855461057438376e+01,1.331436305999135783e+01
8.300000000000000711e-01,5.263478130660899671e-04,1.774421188563928453e+01,1.323165493010905180e+01
8.320000000000000728e-01,5.212957049707127354e-04,1.778728951619821785e+01,1.315428764342730439e+01
8.339999999999999636e-01,5.163962568786750361e-04,1.780490601515907301e+01,1.308115879058336617e+01
8.359999999999999654e-01,5.116176408570902862e-04,1.767238467183410577e+01,1.301102958678719368e+01
8.379999999999999671e-01,5.069420637915125717e-04,1.752221523884463394e+01,1.294346065520778133e+01
8.399999999999999689e-01,5.023658423968648890e-04,1.744547327996997055e+01,1.287819137572797246e+01
8.419999999999999707e-01,4.978895842756556923e-04,1.742696296987947235e+01,1.281451686858675210e+01
8.439999999999999725e-01,4.935068740285726086e-04,1.735180293398139995e+01,1.274976112365282432e+01
8.459999999999999742e-01,4.892140630328365141e-04,1.720305414636385066e+01,1.268702285766178228e+01
8.479999999999999760e-01,4.850126987994809514e-04,1.716992157136328601e+01,1.262655368804507994e+01
8.499999999999999778e-01,4.809066447251721956e-04,1.722042882326671887e+01,1.256328582763233470e+01
8.519999999999999796e-01,4.768969215747480826e-04,1.736285089900264822e+01,1.250044815063034065e+01
8.539999999999999813e-01,4.729776706922912775e-04,1.742152695758832337e+01,1.243991104125552560e+01
8.559999999999999831e-01,4.691317759112188118e-04,1.729229194883034282e+01,1.238104885100906749e+01
8.579999999999999849e-01,4.653525487833243247e-04,1.708708304875555584e+01,1.232132625579387053e+01
8.599999999999999867e-01,4.616318014367264437e-04,1.701469354589724148e+01,1.225828590392625728e+01
8.619999999999999885e-01,4.579566501319691789e-04,1.701204996160771898e+01,1.219601661681692129e+01
8.639999999999999902e-01,4.543125404000847170e-04,1.700360428537642221e+01,1.213407066344778862e+01
8.659999999999999920e-01,4.506979745519350397e-04,1.691997066796735183e+01,1.207228366851373735e+01
8.679999999999999938e-01,4.471189964038244503e-04,1.685112376664799783e+01,1.201091678618954894e+01
8.699999999999999956e-01,4.435742843901551075e-04,1.685155228824692486e+01,1.194741821288589279e+01
8.719999999999999973e-01,4.400589941745001099e-04,1.674739670333500285e+01,1.188016788482193853e+01
8.739999999999999991e-01,4.365695715125797070e-04,1.658175006908743043e+01,1.181311851500993804e+01
8.760000000000000009e-01,4.331090347996502388e-04,1.642480816580297542e+01,1.174641685485366338e+01
8.780000000000000027e-01,4.296705991295901757e-04,1.645850010465639812e+01,1.168386924743218280e+01
8.800000000000000044e-01,4.262400273787865057e-04,1.659161130344504542e+01,1.162236194610156481e+01
8.820000000000000062e-01,4.228161465225301779e-04,1.658827243306546606e+01,1.156033946990523553e+01
8.840000000000000080e-01,4.194087273446900311e-04,1.647597900131194493e+01,1.149812660216842097e+01
8.860000000000000098e-01,4.160337771718634371e-04,1.634954880634769481e+01,1.143629364013234273e+01
8.880000000000000115e-01,4.126917802744754261e-04,1.627238999064877945e+01,1.137488792418997541e+01
8.900000000000000133e-01,4.093759325996100215e-04,1.614957412439650497e+01,1.131366062163871966e+01
8.920000000000000151e-01,4.060812493036834139e-04,1.602410389140289837e+01,1.125247486114063733e+01
8.940000000000000169e-01,4.027958432496152709e-04,1.587433156853637328e+01,1.119081424712690342e+01
8.960000000000000187e-01,3.995023180140100209e-04,1.587571166316619653e+01,1.112899822234709646e+01
8.980000000000000204e-01,3.961867534783383477e-04,1.593807848720897979e+01,1.107294506072588192e+01
9.000000000000000222e-01,3.928557191530135666e-04,1.584984969271267730e+01,1.101541900634352444e+01
9.020000000000000240e-01,3.895295396235600870e-04,1.562720667821245613e+01,1.095748790740550582e+01
9.040000000000000258e-01,3.862273066175383801e-04,1.540493605369136887e+01,1.090226345061862112e+01
9.060000000000000275e-01,3.829599713517835031e-04,1.523961852184700305e+01,1.084369091033502919e+01
9.080000000000000293e-01,3.797335684704399288e-04,1.517068658302533990e+01,1.078402408599426465e+01
9.100000000000000311e-01,3.765444564573536637e-04,1.510003997750062510e+01,1.072497138976627085e+01
9.120000000000000329e-01,3.733771993478636150e-04,1.506576140589987389e+01,1.066606849669985912e+01
9.140000000000000346e-01,3.702255072233016225e-04,1.505011288282706161e+01,1.060709705352357091e+01
9.160000000000000364e-01,3.670908846793088519e-04,1.504483384207579988e+01,1.054804019927554570e+01
9.180000000000000382e-01,3.639769596983484187e-04,1.494582606196653174e+01,1.048903835296209230e+01
9.200000000000000400e-01,3.608893643194430829e-04,1.480133988312604387e+01,1.043032321929508299e+01
9.220000000000000417e-01,3.578212583387938538e-04,1.463666826259770559e+01,1.037163085937075202e+01
9.240000000000000435e-01,3.547600448541783397e-04,1.451750493521472762e+01,1.031259162902403048e+01
9.260000000000000453e-01,3.517050925088029806e-04,1.444208445643107197e+01,1.025314094543026577e+01
9.280000000000000471e-01,3.486666156078888014e-04,1.442509939367618088e+01,1.019363872527645754e+01
9.300000000000000488e-01,3.456546914994031833e-04,1.439400406629723861e+01,1.013443679809141074e+01
9.320000000000000506e-01,3.426668653276130467e-04,1.428196987832530951e+01,1.007554916381408106e+01
9.340000000000000524e-01,3.396916271387455952e-04,1.411473014679868854e+01,1.001651042937802671e+01
9.360000000000000542e-01,3.367312957719934842e-04,1.397241451557492198e+01,9.957431297297970829e+00
9.380000000000000560e-01,3.337975660239127338e-04,1.399441077734587324e+01,9.898754158015773186e+00
9.400000000000000577e-01,3.308909111587170779e-04,1.401288930881780104e+01,9.839869308467275033e+00
9.420000000000000595e-01,3.280119509250482997e-04,1.387511721195130221e+01,9.777530059809881990e+00
9.440000000000000613e-01,3.251567146374476905e-04,1.371850725685039762e+01,9.714666366572584977e+00
9.460000000000000631e-01,3.223164158447668873e-04,1.360684070698976811e+01,9.651801986689736879e+00
9.480000000000000648e-01,3.194833469252431621e-04,1.357967326099342742e+01,9.586012001032601759e+00
9.500000000000000666e-01,3.166544303407925498e-04,1.364042508619408878e+01,9.517337799067236759e+00
9.520000000000000684e-01,3.138321471096467839e-04,1.375678937181963946e+01,9.448292007441231988e+00
9.540000000000000702e-01,3.110187538857460757e-04,1.370209140551403593e+01,9.379145812983221475e+00
9.560000000000000719e-01,3.082155717771375481e-04,1.356663901269942230e+01,9.309834403986624096e+00
9.580000000000000737e-01,3.054304785380670636e-04,1.336146937437103688e+01,9.240695266718571332e+00
9.599999999999999645e-01,3.026714215154111876e-04,1.331217780774641923e+01,9.173553276057143435e+00
9.619999999999999662e-01,2.999319754154625649e-04,1.335429112853460865e+01,9.107161254877926382e+00
9.639999999999999680e-01,2.971968471230122051e-04,1.333120059469682062e+01,9.040401763911116717e+00
9.659999999999999698e-01,2.944677644576363241e-04,1.316128597473939621e+01,8.973481369013647679e+00
9.679999999999999716e-01,2.917551809745391072e-04,1.293323490720085189e+01,8.906700172419409256e+00
9.699999999999999734e-01,2.890607182852722445e-04,1.285190824963437350e+01,8.839999008173833772e+00
9.719999999999999751e-01,2.863820281774014488e-04,1.282920659584059209e+01,8.773509559626482712e+00
9.739999999999999769e-01,2.837230631475851366e-04,1.285817636943268738e+01,8.707255516047409216e+00
9.759999999999999787e-01,2.810852640828371781e-04,1.288188977534562341e+01,8.641457481379420713e+00
9.779999999999999805e-01,2.784651242649713982e-04,1.286134198971205578e+01,8.575804977412149199e+00
9.799999999999999822e-01,2.758547084302751819e-04,1.286567390811638845e+01,8.509822654719208401e+00
9.819999999999999840e-01,2.732487671125123163e-04,1.285559597162290046e+01,8.441652641291327086e+00
9.839999999999999858e-01,2.706519808577221458e-04,1.276380231328394288e+01,8.373155899042794559e+00
9.859999999999999876e-01,2.680699600481362154e-04,1.258025080499499282e+01,8.304848022455884049e+00
9.879999999999999893e-01,2.655090456542386177e-04,1.246366577063464476e+01,8.235286979670116025e+00
9.899999999999999911e-01,2.629730351745522944e-04,1.242575061395188740e+01,8.165559768671618812e+00
9.919999999999999929e-01,2.604624362644813963e-04,1.235598719128006096e+01,8.096500549311317130e+00
9.939999999999999947e-01,2.579784398886100370e-04,1.216297831982129551e+01,8.028060417170255647e+00
9.959999999999999964e-01,2.555209845614225903e-04,1.208389839053989689e+01,7.960319156641714855e+00
9.979999999999999982e-01,2.530783041079265631e-04,1.211716041343425943e+01,7.892792720789637784e+00
1.000000000000000000e+00,2.506359727613498528e-04,1.214357138497799227e+01,7.743257045745849609e+00
