phase,time_s,displacement_m,displacement_mm,force_n,position_mm_raw,force_n_raw,velocity_m_s,cycle_energy_j
4.460000000000000075e-01,2.230000000000001148e-01,7.070030514756329293e-03,7.070030514756329154e+00,6.528054285060670736e+02,-8.407221187136103779e+00,-6.528054285060670736e+02,2.984544812297906802e-01,2.168775864075244364e+00
4.480000000000000093e-01,2.240000000000001157e-01,7.370346417232555639e-03,7.370346417232555680e+00,6.806450665323674230e+02,-8.707537089612330305e+00,-6.806450665323674230e+02,3.020212312691898937e-01,2.369004049288995439e+00
4.500000000000000111e-01,2.250000000000001166e-01,7.674072977294710100e-03,7.674072977294709830e+00,7.086980710738232574e+02,-9.011263649674484455e+00,-7.086980710738232574e+02,3.052796974247606876e-01,2.579994251981077014e+00
4.520000000000000129e-01,2.260000000000001175e-01,7.980905812082076875e-03,7.980905812082077055e+00,7.372455107161370051e+02,-9.318096484461850793e+00,-7.372455107161370051e+02,3.082164449049442645e-01,2.801825733033211918e+00
4.540000000000000147e-01,2.270000000000001183e-01,8.290505867104598289e-03,8.290505867104597471e+00,7.662584376874193595e+02,-9.627696539484372096e+00,-7.662584376874193595e+02,3.107835082434142748e-01,3.034568192979638646e+00
4.560000000000000164e-01,2.280000000000001192e-01,8.602472828568906091e-03,8.602472828568906493e+00,7.956448054849940945e+02,-9.939663500948681119e+00,-7.956448054849940945e+02,3.129172009972966961e-01,3.278199352262694433e+00
4.580000000000000182e-01,2.290000000000001201e-01,8.916340269099192611e-03,8.916340269099192639e+00,8.252917700343676870e+02,-1.025353094147896726e+01,-8.252917700343676870e+02,3.145864208777835458e-01,3.532579027742654088e+00
4.600000000000000200e-01,2.300000000000001210e-01,9.231645670324474875e-03,9.231645670324475361e+00,8.549714981341477369e+02,-1.056883634270424999e+01,-8.549714981341477369e+02,3.158247167949603806e-01,3.797477093371815382e+00
4.620000000000000218e-01,2.310000000000001219e-01,9.547989702689115010e-03,9.547989702689115177e+00,8.849426946150944104e+02,-1.088518037506888980e+01,-8.849426946150944104e+02,3.166938518062138996e-01,4.072682828119481790e+00
4.640000000000000235e-01,2.320000000000001228e-01,9.865033373936902758e-03,9.865033373936903160e+00,9.153625677597010508e+02,-1.120222404631667779e+01,-9.153625677597010508e+02,3.172281446643792080e-01,4.358070518650363212e+00
4.660000000000000253e-01,2.330000000000001237e-01,1.018244599201787413e-02,1.018244599201787359e+01,9.462472280827394115e+02,-1.151963666439764822e+01,-9.462472280827394115e+02,3.173737496776540823e-01,4.653519740975776031e+00
4.680000000000000271e-01,2.340000000000001246e-01,1.049978087329221134e-02,1.049978087329221133e+01,9.776996389015774866e+02,-1.183697154567198595e+01,-9.776996389015774866e+02,3.170370308303631646e-01,4.958787466467384775e+00
4.700000000000000289e-01,2.350000000000001255e-01,1.081652005367860110e-02,1.081652005367860170e+01,1.009486796561173151e+03,-1.215371072605837632e+01,-1.009486796561173151e+03,3.162159666050596840e-01,5.273497361491278568e+00
4.720000000000000306e-01,2.360000000000001263e-01,1.113221280650233090e-02,1.113221280650233069e+01,1.041668338469560695e+03,-1.246940347888210532e+01,-1.041668338469560695e+03,3.149722790501039427e-01,5.597264754719189384e+00
4.740000000000000324e-01,2.370000000000001272e-01,1.144646461177880811e-02,1.144646461177880781e+01,1.074043372652161224e+03,-1.278365528415858243e+01,-1.074043372652161224e+03,3.133528461472341320e-01,5.929697846582024923e+00
4.760000000000000342e-01,2.380000000000001281e-01,1.175891849879680089e-02,1.175891849879680073e+01,1.106752621648789500e+03,-1.309610917117657536e+01,-1.106752621648789500e+03,3.113543722427616345e-01,6.270396912019489122e+00
4.780000000000000360e-01,2.390000000000001290e-01,1.206917335626433302e-02,1.206917335626433285e+01,1.140051410153430425e+03,-1.340636402864410748e+01,-1.140051410153430425e+03,3.089321995955875977e-01,6.618937822682918082e+00
4.799999999999999822e-01,2.400000000000001021e-01,1.237678289798796807e-02,1.237678289798796882e+01,1.173861855069847934e+03,-1.371397357036774167e+01,-1.173861855069847934e+03,3.060798806793041393e-01,6.974828703783579442e+00
