phase,time_s,displacement_m,displacement_mm,displacement_velocity_m_s,measured_force_n,raw_contact_force_n,sim_force_n,force_error_n,kh,kd,rigid_contact_count,pair_contact_count,active_pair_contact_count,pair_stiffness_sum,pair_depth_min_m,pair_depth_max_m,top_contact_force_n,top_solver_force_n,top_rigid_contact_count,top_pair_contact_count,top_active_pair_contact_count,top_pair_stiffness_sum,top_pair_depth_min_m,top_pair_depth_max_m,bottom_contact_force_n,bottom_solver_force_n,bottom_rigid_contact_count,bottom_pair_contact_count,bottom_active_pair_contact_count,bottom_pair_stiffness_sum,bottom_pair_depth_min_m,bottom_pair_depth_max_m,shoe_vertical_velocity_m_s,shoe_abs_vertical_velocity_m_s,shoe_angular_velocity_x_rad_s,shoe_angular_velocity_y_rad_s,shoe_angular_velocity_z_rad_s,shoe_angular_velocity_norm_rad_s,shoe_free_axis_angular_velocity_rad_s,shoe_abs_free_axis_angular_velocity_rad_s,indenter_platen_stop_active,indenter_command_z_m,indenter_applied_z_m,indenter_stop_z_m
0.058,0.029058,0.000276879656639,0.276879656639,-1.0527604790422362e-05,34.3078151193,0.0,0.0,-34.3078151193,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.755831338173234,0.0,31,31,30,25586.9609375,-0.00721945334225893,0.0002035578145296313,-8.977361721917987e-05,8.977361721917987e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675002045067511,0.0675002045067511,0.0251
0.06,0.03006,0.000276866789418,0.276866789418,-1.3900030938152064e-05,34.3199794653,0.0,0.0,-34.3199794653,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.75649187163923,0.0,31,31,30,25588.025390625,-0.007219547405838966,0.0002035363795584999,-8.992566290544346e-05,8.992566290544346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750021737397209,0.06750021737397209,0.0251
0.062,0.031062,0.000276851800977,0.276851800977,-1.424425648705041e-05,34.3204370462,0.0,0.0,-34.3204370462,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.75708776917649,0.0,31,31,30,25804.736328125,-0.007219630293548107,0.0002035173456533812,-8.977467950899154e-05,8.977467950899154e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750023236241309,0.06750023236241309,0.0251
0.064,0.032064,0.000276838243928,0.276838243928,-1.1869287425136932e-05,34.3353338792,0.0,0.0,-34.3353338792,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.757727027397422,0.0,31,31,30,25587.060546875,-0.007219722960144281,0.00020349628903204575,-8.940112456912175e-05,8.940112456912175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750024591946209,0.06750024591946209,0.0251
0.066,0.033066,0.000276828014925,0.276828014925,-9.408612774430836e-06,34.3630530818,0.0,0.0,-34.3630530818,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.758579517172386,0.0,31,31,30,25588.19140625,-0.0072198063135147095,0.0002034772769547999,-8.959948900155723e-05,8.959948900155723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675002561484651,0.0675002561484651,0.0251
0.068,0.034068,0.000276819389068,0.276819389068,-9.623754990001343e-06,34.3858822766,0.0,0.0,-34.3858822766,2000000.0,250.0,30,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.0,25.75917907304123,0.0,30,30,29,25529.470703125,-0.007219892460852861,0.00020345760276541114,-8.980873099062592e-05,8.980873099062592e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675002647743221,0.0675002647743221,0.0251
0.07,0.03507,0.00027680872892,0.27680872892,-1.2264910179665689e-05,34.4045480855,0.0,0.0,-34.4045480855,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.759792484463507,0.0,31,31,30,25804.912109375,-0.007219980470836163,0.00020343755750218406,-8.979821723187342e-05,8.979821723187342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675002754344701,0.0675002754344701,0.0251
0.072,0.036072,0.000276794810188,0.276794810188,-1.5487559381244242e-05,34.4189894415,0.0,0.0,-34.4189894415,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.76043642801068,0.0,31,31,30,25587.259765625,-0.007220068946480751,0.00020341724302852526,-8.978607365861535e-05,8.978607365861535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675002893532021,0.0675002893532021,0.0251
0.074,0.037074,0.000276777691851,0.27677769185100004,-1.762807784430609e-05,34.4450805263,0.0,0.0,-34.4450805263,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.76105155634972,0.0,31,31,30,25588.3203125,-0.007220156956464052,0.0002033972050412558,-8.98941361811012e-05,8.98941361811012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675003064715391,0.0675003064715391,0.0251
0.076,0.038076,0.00027675948352,0.27675948351999996,-1.7535431137721824e-05,34.4896443397,0.0,0.0,-34.4896443397,2000000.0,250.0,30,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.0,25.761641822563938,0.0,30,30,29,25529.60546875,-0.007220244035124779,0.00020337715977802873,-8.993243682198226e-05,8.993243682198226e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750032467987009,0.06750032467987009,0.0251
0.078,0.039078,0.000276742550847,0.276742550847,-1.553796756487147e-05,34.536632623,0.0,0.0,-34.536632623,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.76226587250464,0.0,31,31,30,25587.35546875,-0.00722033204510808,0.00020335711451480165,-8.934073412092403e-05,8.934073412092403e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750034161254309,0.06750034161254309,0.0251
