phase,time_s,displacement_m,displacement_mm,displacement_velocity_m_s,measured_force_n,raw_contact_force_n,sim_force_n,force_error_n,kh,kd,rigid_contact_count,pair_contact_count,active_pair_contact_count,pair_stiffness_sum,pair_depth_min_m,pair_depth_max_m,top_contact_force_n,top_solver_force_n,top_rigid_contact_count,top_pair_contact_count,top_active_pair_contact_count,top_pair_stiffness_sum,top_pair_depth_min_m,top_pair_depth_max_m,bottom_contact_force_n,bottom_solver_force_n,bottom_rigid_contact_count,bottom_pair_contact_count,bottom_active_pair_contact_count,bottom_pair_stiffness_sum,bottom_pair_depth_min_m,bottom_pair_depth_max_m,shoe_vertical_velocity_m_s,shoe_abs_vertical_velocity_m_s,shoe_angular_velocity_x_rad_s,shoe_angular_velocity_y_rad_s,shoe_angular_velocity_z_rad_s,shoe_angular_velocity_norm_rad_s,shoe_free_axis_angular_velocity_rad_s,shoe_abs_free_axis_angular_velocity_rad_s,indenter_platen_stop_active,indenter_command_z_m,indenter_applied_z_m,indenter_stop_z_m
0.278,0.139278,0.000274167717157,0.274167717157,-5.461588772456838e-05,34.7478074616,0.0,0.0,-34.7478074616,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.82334102433912,0.0,31,31,30,25590.66796875,-0.007228995207697153,0.00020137805404374376,-8.85806221049279e-05,8.85806221049279e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750291644623309,0.06750291644623309,0.0251
0.28,0.14028,0.000274113933402,0.27411393340199997,-5.2410384231510454e-05,34.7635546578,0.0,0.0,-34.7635546578,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.823982906247604,0.0,31,31,30,25590.86328125,-0.007229082752019167,0.0002013580160564743,-8.88881113496609e-05,8.88881113496609e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675029702299881,0.0675029702299881,0.0251
0.282,0.141282,0.000274062686747,0.274062686747,-4.968279990019697e-05,34.7893209771,0.0,0.0,-34.7893209771,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.82458800352395,0.0,31,31,30,25591.763671875,-0.0072291698306798935,0.00020133834186708555,-8.90723749762401e-05,8.90723749762401e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675030214766431,0.0675030214766431,0.0251
0.284,0.142284,0.000274014369071,0.274014369071,-4.7314516966073805e-05,34.8047279819,0.0,0.0,-34.8047279819,2000000.0,250.0,30,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.0,25.825182196991214,0.0,30,30,29,25533.103515625,-0.007229252718389034,0.00020131930796196684,-8.889572927728295e-05,8.889572927728295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675030697943191,0.0675030697943191,0.0251
0.286,0.143286,0.000273967868455,0.273967868455,-4.649626247504868e-05,34.8163454584,0.0,0.0,-34.8163454584,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.82582083010143,0.0,31,31,30,25808.15234375,-0.007229345152154565,0.0002012982513406314,-8.828899444779381e-05,8.828899444779381e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750311629493509,0.06750311629493509,0.0251
0.288,0.144288,0.000273921190561,0.273921190561,-4.7992394710594244e-05,34.8256796607,0.0,0.0,-34.8256796607,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.826400728105256,0.0,31,31,30,25590.84375,-0.007229427108541131,0.00020127956668147817,-8.81215964909643e-05,8.81215964909643e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675031629728291,0.0675031629728291,0.0251
0.29,0.14529,0.000273871691696,0.27387169169599995,-5.216950249503638e-05,34.8214356711,0.0,0.0,-34.8214356711,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.826967213162153,0.0,31,31,30,25590.87890625,-0.007229507667943835,0.00020126127492403612,-8.811900625005364e-05,8.811900625005364e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675032124716941,0.0675032124716941,0.0251
0.292,0.146292,0.000273816642878,0.273816642878,-5.838055638721085e-05,34.8031634678,0.0,0.0,-34.8031634678,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.827591233279758,0.0,31,31,30,25591.056640625,-0.007229595212265849,0.00020124122966080904,-8.85364061105065e-05,8.85364061105065e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675032675205121,0.0675032675205121,0.0251
0.294,0.147294,0.000273754697061,0.273754697061,-6.50312335329084e-05,34.8021443753,0.0,0.0,-34.8021443753,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.828208527030757,0.0,31,31,30,25591.953125,-0.007229682058095932,0.0002012211480177939,-8.880415407475084e-05,8.880415407475084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675033294663291,0.0675033294663291,0.0251
0.296,0.148296,0.000273686320286,0.27368632028600004,-7.0561465568858e-05,34.8267775375,0.0,0.0,-34.8267775375,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.828849228172338,0.0,31,31,30,25808.3125,-0.007229771465063095,0.0002012006807490252,-8.890579192666337e-05,8.890579192666337e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675033978431041,0.0675033978431041,0.0251
0.298,0.149298,0.000273613291884,0.273613291884,-7.363025349299557e-05,34.8522804063,0.0,0.0,-34.8522804063,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.829438203603186,0.0,31,31,30,25591.01171875,-0.007229857612401247,0.00020118106476729736,-8.862314280122519e-05,8.862314280122519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675034708715061,0.0675034708715061,0.0251
0.3,0.1503,0.000273538765258,0.273538765258,-7.352186826348195e-05,34.8747440088,0.0,0.0,-34.8747440088,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.8300362317139,0.0,31,31,30,25591.0390625,-0.007229939568787813,0.0002011623582802713,-8.8555330876261e-05,8.8555330876261e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675035453981321,0.0675035453981321,0.0251
0.302,0.151302,0.00027346595406,0.27346595405999996,-7.117933183631298e-05,34.8932832665,0.0,0.0,-34.8932832665,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.83063984848981,0.0,31,31,30,25592.0859375,-0.007230027578771114,0.00020114231301704422,-8.883928239811212e-05,8.883928239811212e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675036182093301,0.0675036182093301,0.0251
0.304,0.152304,0.000273396121877,0.273396121877,-6.859627395208734e-05,34.9134854113,0.0,0.0,-34.9134854113,2000000.0,250.0,30,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.0,25.831265022890516,0.0,30,30,29,25533.4296875,-0.007230116054415703,0.00020112227502977476,-8.909661846701056e-05,8.909661846701056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750368804151309,0.06750368804151309,0.0251
0.306,0.153306,0.000273328487127,0.27332848712700003,-6.619382734532331e-05,34.9181474622,0.0,0.0,-34.9181474622,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.8318727930773,0.0,31,31,30,25808.45703125,-0.007230202201753855,0.00020110236800974235,-8.861462993081659e-05,8.861462993081659e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675037556762631,0.0675037556762631,0.0251
0.308,0.154308,0.000273263469447,0.273263469447,-6.276650199601996e-05,34.9101688381,0.0,0.0,-34.9101688381,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.83244079043287,0.0,31,31,30,25808.4765625,-0.007230283925309777,0.00020108395256102085,-8.804325625533238e-05,8.804325625533238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750382069394309,0.06750382069394309,0.0251
0.31,0.15531,0.000273202703057,0.273202703057,-5.931454341318032e-05,34.9180675488,0.0,0.0,-34.9180675488,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.833039212613002,0.0,31,31,30,25591.208984375,-0.007230365881696343,0.0002010653042816557,-8.831123705022037e-05,8.831123705022037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750388146033309,0.06750388146033309,0.0251
0.312,0.156312,0.000273144603102,0.273144603102,-5.8570076347297384e-05,34.9330925071,0.0,0.0,-34.9330925071,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.833638008480445,0.0,31,31,30,25591.240234375,-0.007230452261865139,0.00020104512805119157,-8.86820926098153e-05,8.86820926098153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750393956028809,0.06750393956028809,0.0251
0.314,0.157314,0.000273085328624,0.273085328624,-6.116164471056673e-05,34.9458493731,0.0,0.0,-34.9458493731,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.834242903760355,0.0,31,31,30,25592.2734375,-0.007230539806187153,0.0002010250827879645,-8.888865704648197e-05,8.888865704648197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675039988347661,0.0675039988347661,0.0251
0.316,0.158316,0.000273022035166,0.273022035166,-6.509157634732032e-05,34.9438427028,0.0,0.0,-34.9438427028,2000000.0,250.0,30,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.0,25.83488182794225,0.0,30,30,29,25533.63671875,-0.007230628281831741,0.00020100504480069503,-8.919672836782411e-05,8.919672836782411e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750406212822409,0.06750406212822409,0.0251
0.318,0.159318,0.000272954885105,0.272954885105,-6.856154041914864e-05,34.9169656528,0.0,0.0,-34.9169656528,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.835495695821425,0.0,31,31,30,25591.341796875,-0.0072307155933231115,0.0002009852323681116,-8.84953624336049e-05,8.84953624336049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675041292782851,0.0675041292782851,0.0251
0.32,0.16032,0.000272884637839,0.272884637839,-7.200219261477292e-05,34.8887319666,0.0,0.0,-34.8887319666,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.83606903238172,0.0,31,31,30,25591.365234375,-0.007230797549709678,0.00020096656953683123,-8.816004265099764e-05,8.816004265099764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750419952555109,0.06750419952555109,0.0251
0.322,0.161322,0.000272810592711,0.272810592711,-7.695287924153194e-05,34.8992227898,0.0,0.0,-34.8992227898,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.83670407484849,0.0,31,31,30,25591.55859375,-0.007230884162709117,0.00020094667706871405,-8.85515910340473e-05,8.85515910340473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750427357067909,0.06750427357067909,0.0251
0.324,0.162324,0.000272730424269,0.27273042426899996,-8.470885229538982e-05,34.9184405771,0.0,0.0,-34.9184405771,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.83730821518633,0.0,31,31,30,25592.443359375,-0.0072309719398617744,0.00020092640625080094,-8.882510883267969e-05,8.882510883267969e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675043537391211,0.0675043537391211,0.0251
0.326,0.163326,0.000272640836171,0.272640836171,-9.428881237524833e-05,34.9067901394,0.0,0.0,-34.9067901394,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.837932856590065,0.0,31,31,30,25808.755859375,-0.007231060415506363,0.0002009063246077858,-8.875854837242514e-05,8.875854837242514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675044433272191,0.0675044433272191,0.0251
0.328,0.164328,0.000272541469489,0.272541469489,-0.00010124905888223013,34.8779176487,0.0,0.0,-34.8779176487,2000000.0,250.0,30,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.0,25.838505360498957,0.0,30,30,29,25533.833984375,-0.0072311407420784235,0.00020088828023290262,-8.826150587992743e-05,8.826150587992743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750454269390109,0.06750454269390109,0.0251
0.33,0.16533,0.000272437933057,0.272437933057,-0.00010203353343313237,34.8601133509,0.0,0.0,-34.8601133509,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.83911303990544,0.0,31,31,30,25591.533203125,-0.007231228286400437,0.00020086823496967554,-8.802638330962509e-05,8.802638330962509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675046462303331,0.0675046462303331,0.0251
0.332,0.166332,0.000272336994288,0.272336994288,-9.838444760479348e-05,34.8696618802,0.0,0.0,-34.8696618802,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.839673548880743,0.0,31,31,30,25591.56640625,-0.007231308845803142,0.00020084972493350506,-8.805235847830772e-05,8.805235847830772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675047471691021,0.0675047471691021,0.0251
0.334,0.167334,0.000272240770624,0.272240770624,-9.460350199599898e-05,34.8898119911,0.0,0.0,-34.8898119911,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.840309835389675,0.0,31,31,30,25591.759765625,-0.00723139732144773,0.00020082962146261707,-8.847752906149253e-05,8.847752906149253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750484339276609,0.06750484339276609,0.0251
0.336,0.168336,0.00027214740887,0.27214740887,-9.295109530937928e-05,34.900810924,0.0,0.0,-34.900810924,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.840885957085035,0.0,31,31,30,25591.783203125,-0.007231478113681078,0.00020081092225154862,-8.878092921804637e-05,8.878092921804637e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675049367545201,0.0675049367545201,0.0251
0.338,0.169338,0.000272054496629,0.272054496629,-9.286426696605843e-05,34.8849588942,0.0,0.0,-34.8849588942,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.841518398231287,0.0,31,31,30,25592.671875,-0.007231565658003092,0.00020079089881619439,-8.900687680579722e-05,8.900687680579722e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675050296667611,0.0675050296667611,0.0251
0.34,0.17034,0.000271961308879,0.271961308879,-9.37369201596816e-05,34.8608440584,0.0,0.0,-34.8608440584,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.842132052884917,0.0,31,31,30,25808.95703125,-0.007231653202325106,0.00020077083172509447,-8.859640365699306e-05,8.859640365699306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750512285451109,0.06750512285451109,0.0251
0.342,0.171342,0.000271866647841,0.27186664784099995,-9.608625149698513e-05,34.8658645596,0.0,0.0,-34.8658645596,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.84267410282733,0.0,31,31,30,25808.984375,-0.007231734925881028,0.0002007523798965849,-8.824157703202218e-05,8.824157703202218e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675052175155491,0.0675052175155491,0.0251
0.344,0.172344,0.000271768752031,0.271768752031,-9.914388073850589e-05,34.8950348548,0.0,0.0,-34.8950348548,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.843279990235345,0.0,31,31,30,25591.759765625,-0.007231822004541755,0.00020073274936294183,-8.802145748632029e-05,8.802145748632029e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675053154113591,0.0675053154113591,0.0251
0.346,0.173346,0.000271667963504,0.271667963504,-0.00010134376696607772,34.9228992564,0.0,0.0,-34.9228992564,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.843932085148776,0.0,31,31,30,25591.8046875,-0.007231908151879907,0.00020071282051503658,-8.8433240307495e-05,8.8433240307495e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750541619988609,0.06750541619988609,0.0251
0.348,0.174348,0.000271565659122,0.27156565912200004,-0.00010288106237527073,34.9399830635,0.0,0.0,-34.9399830635,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.844502717118765,0.0,31,31,30,25591.9921875,-0.0072319903410971165,0.00020069392485311255,-8.87500136741437e-05,8.87500136741437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675055185042681,0.0675055185042681,0.0251
0.35,0.17535,0.000271461789855,0.271461789855,-0.0001044706287424979,34.9437790301,0.0,0.0,-34.9437790301,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.845116072622236,0.0,31,31,30,25592.873046875,-0.00723207788541913,0.00020067387958988547,-8.894204074749723e-05,8.894204074749723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750562237353509,0.06750562237353509,0.0251
0.352,0.176352,0.000271356299982,0.271356299982,-0.0001055182075848371,34.9318303193,0.0,0.0,-34.9318303193,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.845762215550145,0.0,31,31,30,25809.138671875,-0.0072321658954024315,0.0002006538343266584,-8.86249981704168e-05,8.86249981704168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675057278634081,0.0675057278634081,0.0251
0.354,0.177354,0.000271250331367,0.271250331367,-0.000104942547904191,34.914160712,0.0,0.0,-34.914160712,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.846352660298297,0.0,31,31,30,25591.935546875,-0.007232254138216376,0.0002006340291700326,-8.803083619568497e-05,8.803083619568497e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750583383202309,0.06750583383202309,0.0251
0.356,0.178356,0.000271145995116,0.271145995116,-0.00010159382684629681,34.9105755074,0.0,0.0,-34.9105755074,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.8469220773444,0.0,31,31,30,25591.958984375,-0.0072323346976190805,0.00020061547547811642,-8.803199307294562e-05,8.803199307294562e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750593816827409,0.06750593816827409,0.0251
0.358,0.179358,0.000271046737338,0.271046737338,-9.543277345308576e-05,34.9246734274,0.0,0.0,-34.9246734274,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.847527744749872,0.0,31,31,30,25591.9921875,-0.0072324208449572325,0.00020059556845808402,-8.843536488711834e-05,8.843536488711834e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675060374260521,0.0675060374260521,0.0251
0.36,0.18036,0.000270954747838,0.270954747838,-8.848329091815099e-05,34.9477627548,0.0,0.0,-34.9477627548,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.848127374290026,0.0,31,31,30,25592.185546875,-0.007232503034174442,0.00020057669462403283,-8.871645695762709e-05,8.871645695762709e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750612941555209,0.06750612941555209,0.0251
0.362,0.181362,0.000270869416823,0.27086941682300003,-8.256774201598205e-05,34.9615373761,0.0,0.0,-34.9615373761,2000000.0,250.0,30,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,0.0,25.848726134492907,0.0,30,30,29,25534.388671875,-0.007232590578496456,0.00020055664936080575,-8.890758181223646e-05,8.890758181223646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675062147465671,0.0675062147465671,0.0251
0.364,0.182364,0.000270789282083,0.27078928208299996,-7.789162724552989e-05,34.9601634853,0.0,0.0,-34.9601634853,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.84934639343644,0.0,31,31,30,25809.30859375,-0.007232679054141045,0.00020053660409757867,-8.885990246199071e-05,8.885990246199071e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06750629488130709,0.06750629488130709,0.0251
0.366,0.183366,0.000270713322002,0.270713322002,-7.372954391215991e-05,34.9606894621,0.0,0.0,-34.9606894621,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.849975176567355,0.0,31,31,30,25592.12890625,-0.007232767064124346,0.0002005165661103092,-8.896320650819689e-05,8.896320650819689e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675063708413881,0.0675063708413881,0.0251
0.368,0.184368,0.000270641528077,0.270641528077,-6.960070758482706e-05,34.971973665,0.0,0.0,-34.971973665,2000000.0,250.0,31,0,0,0.0,0.0,0.0,0.0,0.0,31,0,0,0.0,0.0,0.0,25.850561823508226,0.0,31,31,30,25592.16796875,-0.007232847157865763,0.00020049801241839305,-8.914613863453269e-05,8.914613863453269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0675064426353131,0.0675064426353131,0.0251
