phase,time_s,displacement_m,displacement_mm,force_n,position_mm_raw,force_n_raw,velocity_m_s,cycle_energy_j
1.559999999999999998e-01,7.801733333333345233e-02,9.730173157171750713e-05,9.730173157171750908e-02,2.786326323912148695e+01,-1.435174140275389032e+00,-2.786326323912148695e+01,-1.388081423743255105e-03,-4.441115931062822146e-03
1.580000000000000016e-01,7.901755555555567412e-02,9.591874498151442422e-05,9.591874498151442552e-02,2.783901588246438052e+01,-1.433791153685185948e+00,-2.783901588246438052e+01,-1.378020918197532529e-03,-4.479632504655163897e-03
1.600000000000000033e-01,8.001777777777789591e-02,9.454507728158102026e-05,9.454507728158101365e-02,2.782414609581856979e+01,-1.432417485985252537e+00,-2.782414609581856979e+01,-1.370841534372259363e-03,-4.517863099091349276e-03
1.620000000000000051e-01,8.101800000000011770e-02,9.317645264986574075e-05,9.317645264986573750e-02,2.782227050408614843e+01,-1.431048861353537260e+00,-2.782227050408614843e+01,-1.366128528342162862e-03,-4.555941036991820181e-03
1.640000000000000069e-01,8.201822222222233949e-02,9.181221305666187988e-05,9.181221305666187327e-02,2.779808225139773370e+01,-1.429684621760333396e+00,-2.779808225139773370e+01,-1.360689533436619525e-03,-4.593876958563935034e-03
1.660000000000000087e-01,8.301844444444457516e-02,9.045446883208873667e-05,9.045446883208874134e-02,2.774306639973366373e+01,-1.428326877535760264e+00,-2.774306639973366373e+01,-1.354185608473584823e-03,-4.631578069431627892e-03
1.680000000000000104e-01,8.401866666666679695e-02,8.910323997944425225e-05,8.910323997944424868e-02,2.767066751722521900e+01,-1.426975648683115772e+00,-2.767066751722521900e+01,-1.348676376215683648e-03,-4.669015626210890751e-03
1.700000000000000122e-01,8.501888888888901874e-02,8.775651666793460976e-05,8.775651666793460315e-02,2.760180972650115194e+01,-1.425628925371606126e+00,-2.760180972650115194e+01,-1.345479385386434690e-03,-4.706236675877293295e-03
1.720000000000000140e-01,8.601911111111124053e-02,8.641168321783343313e-05,8.641168321783343487e-02,2.754148376833392931e+01,-1.424284091921504958e+00,-2.754148376833392931e+01,-1.343182462260505972e-03,-4.743320489087896573e-03
1.740000000000000158e-01,8.701933333333346232e-02,8.506955477343036860e-05,8.506955477343036698e-02,2.750886121836195741e+01,-1.422941963477101890e+00,-2.750886121836195741e+01,-1.337562912060524800e-03,-4.780267627898484445e-03
1.759999999999999898e-01,8.801955555555568411e-02,8.373596292130703223e-05,8.373596292130702778e-02,2.747122137415510679e+01,-1.421608371624978551e+00,-2.747122137415510679e+01,-1.326346739730581425e-03,-4.816933231350142841e-03
1.779999999999999916e-01,8.901977777777790590e-02,8.241627180652932893e-05,8.241627180652932871e-02,2.743735156379555562e+01,-1.420288680510200852e+00,-2.743735156379555562e+01,-1.311402614261270028e-03,-4.853168491255390252e-03
1.799999999999999933e-01,9.002000000000012769e-02,8.111257484717815120e-05,8.111257484717815380e-02,2.740062439786607840e+01,-1.418984983550849677e+00,-2.740062439786607840e+01,-1.297649170068151947e-03,-4.888914183950105428e-03
1.819999999999999951e-01,9.102022222222234948e-02,7.982039673342855774e-05,7.982039673342855579e-02,2.740203514230949011e+01,-1.417692805437100079e+00,-2.740203514230949011e+01,-1.290038342970069307e-03,-4.924317706357957472e-03
1.839999999999999969e-01,9.202044444444457127e-02,7.853192481086335803e-05,7.853192481086335164e-02,2.738020535850831649e+01,-1.416404333514534875e+00,-2.738020535850831649e+01,-1.286781320260881045e-03,-4.959606270217909764e-03
1.859999999999999987e-01,9.302066666666680694e-02,7.724626219009778365e-05,7.724626219009778083e-02,2.733781887483180384e+01,-1.415118670893769304e+00,-2.733781887483180384e+01,-1.282131186324995953e-03,-4.994777103751592978e-03
1.880000000000000004e-01,9.402088888888902873e-02,7.596709260213052595e-05,7.596709260213052595e-02,2.729999889782074263e+01,-1.413839501305802049e+00,-2.729999889782074263e+01,-1.275462733219927258e-03,-5.029720708994555450e-03
1.900000000000000022e-01,9.502111111111125052e-02,7.469476985133205655e-05,7.469476985133205460e-02,2.724101293520724454e+01,-1.412567178555003578e+00,-2.724101293520724454e+01,-1.268624141384254445e-03,-5.064416874995143585e-03
1.920000000000000040e-01,9.602133333333347232e-02,7.342928048641029332e-05,7.342928048641028660e-02,2.721499465084737324e+01,-1.411301689190081809e+00,-2.721499465084737324e+01,-1.263487533521026607e-03,-5.098871206907527182e-03
1.940000000000000058e-01,9.702155555555569411e-02,7.216723323427510280e-05,7.216723323427509662e-02,2.719699381581907716e+01,-1.410039641937946620e+00,-2.719699381581907716e+01,-1.260769095947342211e-03,-5.133202431669726777e-03
1.960000000000000075e-01,9.802177777777792977e-02,7.090718195269518360e-05,7.090718195269518631e-02,2.718701705705203153e+01,-1.408779590656366709e+00,-2.718701705705203153e+01,-1.256688259940845487e-03,-5.167461819001762172e-03
1.980000000000000093e-01,9.902200000000015156e-02,6.965329818627785327e-05,6.965329818627785663e-02,2.711025374961514345e+01,-1.407525706889949380e+00,-2.711025374961514345e+01,-1.248388250883886164e-03,-5.201499324937138881e-03
2.000000000000000111e-01,1.000222222222223734e-01,6.840985061170479925e-05,6.840985061170480608e-02,2.704476744968620849e+01,-1.406282259315376315e+00,-2.704476744968620849e+01,-1.236962990334752877e-03,-5.235164435768167694e-03
2.020000000000000129e-01,1.010224444444445951e-01,6.717882244427930585e-05,6.717882244427930694e-02,2.702432787161160022e+01,-1.405051231147950830e+00,-2.702432787161160022e+01,-1.224009312533608229e-03,-5.268440786085685362e-03
