phase,displacement_m,measured_force_n,simulated_force_n
5.660000000000000586e-01,2.270369747578437902e-02,1.173807357098794910e+03,1.025878237305104449e+03
5.680000000000000604e-01,2.274550400755465107e-02,1.179601894394623969e+03,1.030856845703193358e+03
5.700000000000000622e-01,2.275961895417307965e-02,1.179932400696723334e+03,1.030562426757516732e+03
5.720000000000000639e-01,2.274619853430541461e-02,1.174740961901261699e+03,1.024896853026695680e+03
5.740000000000000657e-01,2.270564671765892828e-02,1.164601676503910312e+03,1.014118369139659876e+03
5.760000000000000675e-01,2.263849551911622376e-02,1.149814498505508482e+03,9.985961230459083708e+02
5.779999999999999583e-01,2.254538112791890092e-02,1.130518753300111030e+03,9.791575878894129801e+02
5.799999999999999600e-01,2.242709477067996934e-02,1.107151646801035895e+03,9.568829101548531071e+02
5.819999999999999618e-01,2.228458410929461467e-02,1.080591626766727359e+03,9.326293872055085785e+02
5.839999999999999636e-01,2.211889696410324763e-02,1.051735811367933593e+03,9.071616259749655455e+02
5.859999999999999654e-01,2.193113532985049158e-02,1.020908908957879476e+03,8.811122119124328265e+02
5.879999999999999671e-01,2.172248136826759532e-02,9.878494689130482129e+02,8.549726831038378805e+02
5.899999999999999689e-01,2.149419725816249446e-02,9.534062778268174725e+02,8.291044677718278990e+02
5.919999999999999707e-01,2.124755858621538498e-02,9.185265013089871218e+02,8.037536352523324013e+02
5.939999999999999725e-01,2.098387814399367557e-02,8.834732799257616307e+02,7.790750927719086576e+02
5.959999999999999742e-01,2.070455654423455222e-02,8.485225100118950650e+02,7.551591357407085070e+02
5.979999999999999760e-01,2.041100557999291076e-02,8.141927826269278512e+02,7.320459985337282660e+02
5.999999999999999778e-01,2.010456201176154603e-02,7.805529271706698182e+02,7.097355346665912066e+02
6.019999999999999796e-01,1.978649747314521062e-02,7.477026345252618285e+02,6.881782934556978262e+02
6.039999999999999813e-01,1.945807720001421770e-02,7.155868561981355924e+02,6.673744897448044640e+02
6.059999999999999831e-01,1.912059596713329077e-02,6.843986228682077808e+02,6.476594165026934888e+02
6.079999999999999849e-01,1.877528797358055460e-02,6.543739614887227845e+02,6.287785449207054853e+02
6.099999999999999867e-01,1.842331653804446176e-02,6.258797571353559306e+02,6.109610961903046018e+02
6.119999999999999885e-01,1.806584410905273663e-02,5.991106505600462242e+02,5.940766894520838832e+02
6.139999999999999902e-01,1.770399717814739524e-02,5.738705670171852944e+02,5.781239331044939718e+02
6.159999999999999920e-01,1.733874801646249561e-02,5.496680560916488503e+02,5.629677709951516817e+02
6.179999999999999938e-01,1.697091275549315881e-02,5.261626136585916811e+02,5.482093505850094743e+02
6.199999999999999956e-01,1.660119366492820298e-02,5.038786371606743160e+02,5.337769409170764447e+02
6.219999999999999973e-01,1.623030399633373921e-02,4.829021281293375978e+02,5.198558544913174728e+02
6.239999999999999991e-01,1.585887188150156626e-02,4.622527187563151756e+02,5.062065966788281344e+02
6.260000000000000009e-01,1.548729437976766217e-02,4.431119497996282348e+02,4.927334326163319247e+02
6.280000000000000027e-01,1.511580923843233726e-02,4.249804825668737749e+02,4.794317956534511609e+02
6.300000000000000044e-01,1.474474606494502460e-02,4.078671761246488359e+02,4.662838806143999477e+02
6.320000000000000062e-01,1.437464049286340736e-02,3.911925200892409293e+02,4.533904895011337999e+02
6.340000000000000080e-01,1.400607727678901578e-02,3.745581164905261176e+02,4.407229101554456747e+02
6.360000000000000098e-01,1.363960362157010282e-02,3.582420274736114152e+02,4.282499707023317796e+02
6.380000000000000115e-01,1.327578604574423948e-02,3.425198938254545737e+02,4.159354003898415044e+02
6.400000000000000133e-01,1.291520863453178222e-02,3.281419271126504782e+02,4.037793579093832932e+02
6.420000000000000151e-01,1.255827075145342364e-02,3.149573039402228005e+02,3.917889135734565684e+02
6.440000000000000169e-01,1.220507147072553110e-02,3.032005367559130491e+02,3.799628002922170253e+02
6.460000000000000187e-01,1.185554291334516702e-02,2.917632659298370754e+02,3.682952795402739525e+02
6.480000000000000204e-01,1.150966790926192217e-02,2.798668364288897692e+02,3.567813879387215366e+02
6.500000000000000222e-01,1.116757567188056757e-02,2.678541697329533235e+02,3.454216918938099639e+02
6.520000000000000240e-01,1.082945242736011240e-02,2.563586132862333216e+02,3.342310656731076506e+02
6.540000000000000258e-01,1.049547105814703681e-02,2.453979534240568796e+02,3.232012194817119735e+02
6.560000000000000275e-01,1.016586663532806356e-02,2.347583013534680276e+02,3.123378381340667715e+02
6.580000000000000293e-01,9.840990565474130175e-03,2.242730970387325442e+02,3.016500109856411314e+02
6.600000000000000311e-01,9.521218021681300547e-03,2.141675081503694287e+02,2.911478149407318483e+02
6.620000000000000329e-01,9.206871337919537990e-03,2.046062372409944601e+02,2.808397412102763724e+02
6.640000000000000346e-01,8.898214629691628477e-03,1.955939488176485099e+02,2.707331469720089103e+02
6.660000000000000364e-01,8.595523682858569048e-03,1.869683512492414081e+02,2.608349096673358076e+02
6.680000000000000382e-01,8.299000337981634820e-03,1.786936133831738118e+02,2.511502355950847232e+02
6.700000000000000400e-01,8.008714315940662631e-03,1.708335071218493226e+02,2.416803985589664876e+02
6.720000000000000417e-01,7.724663882430674207e-03,1.633327346792703452e+02,2.324243450921840406e+02
6.740000000000000435e-01,7.446802940886968793e-03,1.560767662438518357e+02,2.233797900384873003e+02
6.760000000000000453e-01,7.175057712811668507e-03,1.489279842674078225e+02,2.145517187494255325e+02
6.780000000000000471e-01,6.909335260524718941e-03,1.419933801065267858e+02,2.059359844965097466e+02
6.800000000000000488e-01,6.649539148416289992e-03,1.354867130941400433e+02,1.975200988764061947e+02
6.820000000000000506e-01,6.395586989338639637e-03,1.294075569189934640e+02,1.893007543939977211e+02
6.840000000000000524e-01,6.147408808633366036e-03,1.234853245866936362e+02,1.812753247065109861e+02
6.860000000000000542e-01,5.904980950153091400e-03,1.174872628265188013e+02,1.734423785395320010e+02
6.880000000000000560e-01,5.668303969042793461e-03,1.115894454552244355e+02,1.658012670893498637e+02
6.900000000000000577e-01,5.437353943279203683e-03,1.058901771277540860e+02,1.583509368891676843e+02
6.920000000000000595e-01,5.212108118043575801e-03,1.004412006833375983e+02,1.510902789301963480e+02
6.940000000000000613e-01,4.992560397883830971e-03,9.509561209543132065e+01,1.440187774653657300e+02
6.960000000000000631e-01,4.778733928374013368e-03,8.972221081769201589e+01,1.371368792720196268e+02
6.980000000000000648e-01,4.570720155127816313e-03,8.436618228381024664e+01,1.304470971675410453e+02
7.000000000000000666e-01,4.368646683312533627e-03,7.914698922303371376e+01,1.239531860347424868e+02
7.020000000000000684e-01,4.172646053130470850e-03,7.417778590325509924e+01,1.176762994380635092e+02
7.039999999999999591e-01,3.982817284108126389e-03,6.950596525532371572e+01,1.116028649898358935e+02
7.059999999999999609e-01,3.799209961204111537e-03,6.516879695913316084e+01,1.057342120357486692e+02
7.079999999999999627e-01,3.621827311344288664e-03,6.106986264462304348e+01,1.000700732418176813e+02
7.099999999999999645e-01,3.450645850009266546e-03,5.719850337401294382e+01,9.460956726038664044e+01
7.119999999999999662e-01,3.285597818343284106e-03,5.363962797348499123e+01,8.935031951870149669e+01
7.139999999999999680e-01,3.126597306504251723e-03,5.051915392270447569e+01,8.428940307584423408e+01
7.159999999999999698e-01,2.973536075810653042e-03,4.767473332328090407e+01,7.942306640593589862e+01
7.179999999999999716e-01,2.826270286221713949e-03,4.487328827565791300e+01,7.474678680389830276e+01
7.199999999999999734e-01,2.684645978720727553e-03,4.221846290351597020e+01,7.031751098605271011e+01
7.219999999999999751e-01,2.548479353819537666e-03,3.979265484849820211e+01,6.619591155979472319e+01
7.239999999999999769e-01,2.417531328791479826e-03,3.755673157637879456e+01,6.223822082494819341e+01
7.259999999999999787e-01,2.291545695303838677e-03,3.537774011143723385e+01,5.852872741674593016e+01
7.279999999999999805e-01,2.170302824559929272e-03,3.330993258885099806e+01,5.497012359595522923e+01
7.299999999999999822e-01,2.053647342442648481e-03,3.135301989257286337e+01,5.154915847755675884e+01
7.319999999999999840e-01,1.941444213208154109e-03,2.940820865057668598e+01,4.826180343606228718e+01
7.339999999999999858e-01,1.833548959066669997e-03,2.749762303094206928e+01,4.510365707376669064e+01
7.359999999999999876e-01,1.729834720751362862e-03,2.563688428790480955e+01,4.207110595683219856e+01
7.379999999999999893e-01,1.630197414845362385e-03,2.390474407824023118e+01,3.916098403911624359e+01
7.399999999999999911e-01,1.534571938674563624e-03,2.222019353167020839e+01,3.637132873516971188e+01
7.419999999999999929e-01,1.442921265855181623e-03,2.049297395312658310e+01,3.370094497663324518e+01
7.439999999999999947e-01,1.355194259289657340e-03,1.880308081647392626e+01,3.114814300520601620e+01
7.459999999999999964e-01,1.271323423887155395e-03,1.733673058560776425e+01,2.871101547225523376e+01
7.479999999999999982e-01,1.191244877217545938e-03,1.600605629587321133e+01,2.638771034225836232e+01
7.500000000000000000e-01,1.114877033827955423e-03,1.483860865475090307e+01,2.417575645432661346e+01
7.520000000000000018e-01,1.042084901558997358e-03,1.371034074701052319e+01,2.207983184800380272e+01
7.540000000000000036e-01,9.727094420391573263e-04,1.253207186930341877e+01,2.008583808885584077e+01
7.560000000000000053e-01,9.066020649981041801e-04,1.139773251484849936e+01,1.818948471056694061e+01
7.580000000000000071e-01,8.436433577718514647e-04,1.033073661141383681e+01,1.638718818652582598e+01
7.600000000000000089e-01,7.837414940362209120e-04,9.341646069379553552e+00,1.470144748676740321e+01
7.620000000000000107e-01,7.268224434852541774e-04,8.325117876629192892e+00,1.312402557362664091e+01
7.640000000000000124e-01,6.728356802886885455e-04,7.350886011168928036e+00,1.163155605306389795e+01
7.660000000000000142e-01,6.217345678980343510e-04,6.499444742648204709e+00,1.022265972128277767e+01
7.680000000000000160e-01,5.734587077037947610e-04,5.843439451675898511e+00,8.895512695226628352e+00
7.700000000000000178e-01,5.279404776574168380e-04,5.347942839007604476e+00,7.665520286484429846e+00
7.720000000000000195e-01,4.850885458692957299e-04,4.894086600297573142e+00,6.582623748711262657e+00
7.740000000000000213e-01,4.447819061345708019e-04,4.482137652455147503e+00,5.617502632081421865e+00
7.760000000000000231e-01,4.068731343685811816e-04,4.151503990978522296e+00,4.740864601075817752e+00
7.780000000000000249e-01,3.712022516408382137e-04,3.835258448877784332e+00,3.924959545080597412e+00
7.800000000000000266e-01,3.376147558290920462e-04,3.491676590467196917e+00,3.199131488752752439e+00
7.820000000000000284e-01,3.059693229217437180e-04,3.137555959655006887e+00,2.587967967948857417e+00
7.840000000000000302e-01,2.761533224219903213e-04,2.735144937091835260e+00,2.074249286617596777e+00
7.860000000000000320e-01,2.480843219014108327e-04,2.276902341790915330e+00,1.621352996797493118e+00
7.880000000000000338e-01,2.217062745063529323e-04,1.804047955497491529e+00,1.216625242206588631e+00
7.900000000000000355e-01,1.969969731418430505e-04,1.344524842917987684e+00,8.389886140576359175e-01
7.920000000000000373e-01,1.739582055101784994e-04,8.934548755834903488e-01,5.065250825697917847e-01
7.940000000000000391e-01,1.525992014941124450e-04,5.000433845922565013e-01,2.538885569430803790e-01
7.960000000000000409e-01,1.329088078654443498e-04,2.017464305602523211e-01,7.936893492241581249e-02
7.980000000000000426e-01,1.148610266160616871e-04,6.975929153650284320e-02,1.322017721642505285e-03
8.000000000000000444e-01,9.842038514172201833e-05,4.890485477783457213e-02,0.000000000000000000e+00
8.020000000000000462e-01,8.354305316684574581e-05,4.678702204718732105e-02,0.000000000000000000e+00
8.040000000000000480e-01,7.016681759707311147e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.060000000000000497e-01,5.822221053873022752e-05,2.245742795889071886e-03,0.000000000000000000e+00
8.080000000000000515e-01,4.762765882079911359e-05,7.839569647802235863e-02,0.000000000000000000e+00
8.100000000000000533e-01,3.828549968493000634e-05,2.101973793993501261e-01,0.000000000000000000e+00
8.120000000000000551e-01,3.010826484014117471e-05,3.631765829322937122e-01,0.000000000000000000e+00
8.140000000000000568e-01,2.302788188924864742e-05,4.681286935524902049e-01,0.000000000000000000e+00
8.160000000000000586e-01,1.697939447098839689e-05,5.236490534418933862e-01,0.000000000000000000e+00
8.180000000000000604e-01,1.190270612209687384e-05,5.541273357992615445e-01,0.000000000000000000e+00
8.200000000000000622e-01,7.756292810700672147e-06,6.320046293082306477e-01,0.000000000000000000e+00
8.220000000000000639e-01,4.514731640746561024e-06,8.346486819667155999e-01,0.000000000000000000e+00
8.240000000000000657e-01,2.158806168949922796e-06,1.099389605605225029e+00,0.000000000000000000e+00
8.260000000000000675e-01,6.679487131009410080e-07,1.387862423161696057e+00,0.000000000000000000e+00
8.280000000000000693e-01,0.000000000000000000e+00,1.700262336702166976e+00,0.000000000000000000e+00
8.300000000000000711e-01,5.577626005148772434e-08,2.163280673085793637e+00,0.000000000000000000e+00
8.320000000000000728e-01,6.624759402029667526e-07,2.720265126824223501e+00,0.000000000000000000e+00
8.339999999999999636e-01,1.640053991403434007e-06,3.129184531941557879e+00,0.000000000000000000e+00
8.359999999999999654e-01,2.871014537452865131e-06,3.339644317783925231e+00,0.000000000000000000e+00
8.379999999999999671e-01,4.309380467301338072e-06,3.432997887537986514e+00,0.000000000000000000e+00
8.399999999999999689e-01,5.956093646705795772e-06,3.537453976256575316e+00,0.000000000000000000e+00
8.419999999999999707e-01,7.829060857552860866e-06,3.605527414672042852e+00,0.000000000000000000e+00
8.439999999999999725e-01,9.951425661000713139e-06,3.668817032539006817e+00,0.000000000000000000e+00
8.459999999999999742e-01,1.235121176480902267e-05,3.784552778197660672e+00,0.000000000000000000e+00
8.479999999999999760e-01,1.505416533080605775e-05,3.947962765944780017e+00,0.000000000000000000e+00
8.499999999999999778e-01,1.807582380709860001e-05,4.152948762869183241e+00,0.000000000000000000e+00
8.519999999999999796e-01,2.142365176260696655e-05,4.360642185158500439e+00,0.000000000000000000e+00
8.539999999999999813e-01,2.509019764430320165e-05,4.582921163681195509e+00,0.000000000000000000e+00
8.559999999999999831e-01,2.904943870784926316e-05,4.859322439678610550e+00,0.000000000000000000e+00
8.579999999999999849e-01,3.325728410450779285e-05,5.209975901034720636e+00,0.000000000000000000e+00
8.599999999999999867e-01,3.766302512990548929e-05,5.523985855186069216e+00,0.000000000000000000e+00
8.619999999999999885e-01,4.222093021829920444e-05,5.769813093941063897e+00,0.000000000000000000e+00
8.639999999999999902e-01,4.688561444655903133e-05,6.001886036034111527e+00,0.000000000000000000e+00
8.659999999999999920e-01,5.161972124940206207e-05,6.215075912785824386e+00,0.000000000000000000e+00
8.679999999999999938e-01,5.641167939229774269e-05,6.381130385601522903e+00,0.000000000000000000e+00
8.699999999999999956e-01,6.126958355995881810e-05,6.546316426006185907e+00,0.000000000000000000e+00
8.719999999999999973e-01,6.620570040015038747e-05,6.725273086024277092e+00,0.000000000000000000e+00
8.739999999999999991e-01,7.123032096834691965e-05,6.971834342823267860e+00,3.427511092738984408e-04
8.760000000000000009e-01,7.634255586285831462e-05,7.259593865631529752e+00,2.111969646244295923e-02
8.780000000000000027e-01,8.152288622105175364e-05,7.506412994036978148e+00,5.876615658708514434e-02
8.800000000000000044e-01,8.674638580844274186e-05,7.684962592342866827e+00,1.179159075067990337e-01
8.820000000000000062e-01,9.199977585405961198e-05,7.866562637732794627e+00,1.908521205243389196e-01
8.840000000000000080e-01,9.728005192140187405e-05,8.103605231145682097e+00,2.705408430156153177e-01
8.860000000000000098e-01,1.025765456764933319e-04,8.300447705956077726e+00,3.626138329578093566e-01
8.880000000000000115e-01,1.078622563556592669e-04,8.358839868095127912e+00,4.653657233788277559e-01
8.900000000000000133e-01,1.131085936451015029e-04,8.411774537314087752e+00,5.677967786861476407e-01
8.920000000000000151e-01,1.182980474838934970e-04,8.629873256980328478e+00,6.690554356646687406e-01
8.940000000000000169e-01,1.234287814572088094e-04,8.913052451840545842e+00,7.692282128404950292e-01
8.960000000000000187e-01,1.285102150161687707e-04,9.078460459614543510e+00,8.683754825662970411e-01
8.980000000000000204e-01,1.335483632949099322e-04,9.138287667152820148e+00,9.712840628702238410e-01
9.000000000000000222e-01,1.385386549915530545e-04,9.232560870356170568e+00,1.080703496940723651e+00
9.020000000000000240e-01,1.434773448117674451e-04,9.366803889268290106e+00,1.188821954734911035e+00
9.040000000000000258e-01,1.483747231693115427e-04,9.532728752852442256e+00,1.302538146981383260e+00
9.060000000000000275e-01,1.532518671506046860e-04,9.737499960088545237e+00,1.429506816873377550e+00
9.080000000000000293e-01,1.581126291644174983e-04,1.002760215715368020e+01,1.563168077478694018e+00
9.100000000000000311e-01,1.629362908781111213e-04,1.027514023446190095e+01,1.704033470163955455e+00
9.120000000000000329e-01,1.676933925168526613e-04,1.048388394894854869e+01,1.847860107432291343e+00
9.140000000000000346e-01,1.723504438556169350e-04,1.072208862636877669e+01,1.991252908716859116e+00
9.160000000000000364e-01,1.768799450361591217e-04,1.092191092115788109e+01,2.131197347650895857e+00
9.180000000000000382e-01,1.812739128070539531e-04,1.109713136242482889e+01,2.267431097040281340e+00
9.200000000000000400e-01,1.855452488552114076e-04,1.115126760167685305e+01,2.400486135492324369e+00
9.220000000000000417e-01,1.897098410103090921e-04,1.117421886969776423e+01,2.537978382120632315e+00
9.240000000000000435e-01,1.937751488433025993e-04,1.128776524728801078e+01,2.676640529642389854e+00
9.260000000000000453e-01,1.977440244922608087e-04,1.151478714505133993e+01,2.812292156229269313e+00
9.280000000000000471e-01,2.016248931176072338e-04,1.171013521563093462e+01,2.955701026926925934e+00
9.300000000000000488e-01,2.054277115228018286e-04,1.178474532567969035e+01,3.100563859950232093e+00
9.320000000000000506e-01,2.091676384221585749e-04,1.187458337146633625e+01,3.245857372294413956e+00
9.340000000000000524e-01,2.128524749768061512e-04,1.201796774789495359e+01,3.389026899348097199e+00
9.360000000000000542e-01,2.164731592294515496e-04,1.219367884850160877e+01,3.529934835444094698e+00
9.380000000000000560e-01,2.200078508503100581e-04,1.235827988006889555e+01,3.667745418558463477e+00
9.400000000000000577e-01,2.234372159354549507e-04,1.254295776198723544e+01,3.802104139337596056e+00
9.420000000000000595e-01,2.267482767481023855e-04,1.273507957477312758e+01,3.932522745141722620e+00
9.440000000000000613e-01,2.299215783470582967e-04,1.299020243454294032e+01,4.058591861733767736e+00
9.460000000000000631e-01,2.329493471325552126e-04,1.323878084873931371e+01,4.179923439034444854e+00
9.480000000000000648e-01,2.358355498652517953e-04,1.336233626122202978e+01,4.296713428505547938e+00
9.500000000000000666e-01,2.385914509892579486e-04,1.337097158893135784e+01,4.409271717079496611e+00
9.520000000000000684e-01,2.412406998311542776e-04,1.341331286370506248e+01,4.518057212837513603e+00
9.540000000000000702e-01,2.437998041535998034e-04,1.353550693159992946e+01,4.623819808967660094e+00
9.560000000000000719e-01,2.462719284396577293e-04,1.359068271762349056e+01,4.730399513252471877e+00
9.580000000000000737e-01,2.486568361746037729e-04,1.364391178456313369e+01,4.835228576667751632e+00
9.599999999999999645e-01,2.509512120369503520e-04,1.368932027145744357e+01,4.936833763129898855e+00
9.619999999999999662e-01,2.531416360145062193e-04,1.378024691456659312e+01,5.034830703742396274e+00
9.639999999999999680e-01,2.552140536194524921e-04,1.387454018140367040e+01,5.128931159979876142e+00
9.659999999999999698e-01,2.571614790405494155e-04,1.390853926587447020e+01,5.218880558020334348e+00
9.679999999999999716e-01,2.589873146337069655e-04,1.388219168679973237e+01,5.304769077307116554e+00
9.699999999999999734e-01,2.606945596626033786e-04,1.388912574321011917e+01,5.386693096166682793e+00
9.719999999999999751e-01,2.622880144634010240e-04,1.396807640622235525e+01,5.464811267858296517e+00
9.739999999999999769e-01,2.637775874152019622e-04,1.402082105921266830e+01,5.539350776677627763e+00
9.759999999999999787e-01,2.651743438376534642e-04,1.408573961435595479e+01,5.610641975408070969e+00
9.779999999999999805e-01,2.664894396264507652e-04,1.405440537386637700e+01,5.678907146458879396e+00
9.799999999999999822e-01,2.677329299727020540e-04,1.399949768702670738e+01,5.744735050206237759e+00
9.819999999999999840e-01,2.689146295620528063e-04,1.396000258576191655e+01,5.808308372502212436e+00
9.839999999999999858e-01,2.700394386760507468e-04,1.399131799980156288e+01,5.869868431095794925e+00
9.859999999999999876e-01,2.711050666989543029e-04,1.405311339909832569e+01,5.929215164188888387e+00
9.879999999999999893e-01,2.721078300064512122e-04,1.409927801154362115e+01,5.986290245060287063e+00
9.899999999999999911e-01,2.730439854366011293e-04,1.415635658072965342e+01,6.041054534916058927e+00
9.919999999999999929e-01,2.739084197590031713e-04,1.419140418398915315e+01,6.093361053470546018e+00
9.939999999999999947e-01,2.746949911734013531e-04,1.421039363528953814e+01,6.142915859225944963e+00
9.959999999999999964e-01,2.753990765570009294e-04,1.429205407793317661e+01,6.189732379916631722e+00
9.979999999999999982e-01,2.760190310445018906e-04,1.442229762282994088e+01,6.233643741610736200e+00
1.000000000000000000e+00,2.765567861595510457e-04,1.447081226539343746e+01,6.230297088623046875e+00
